# DEJ2000 AGC Flag ObjID RAJ2000 RVel Dist e_Dist gext iext b/a e_b/a imag e_imag Dprop Sloan Ag Ai iMAG e_iMAG g-i e_g-i logMsT e_logMsT logMsM e_logMsM logMsG e_logMsG logSFR22 e_logSFR22 logSFRN e_logSFRN logSFRG e_logSFRG logMHI e_logMHI WRAPPED_RA WRAPPED_DE px py pz size
34.17833 729273 1 1237662683069022274 207.498340 4460 66.7 2.2 0.07 0.03 0.24 0.01 15.32 0.01 Dprop Sloan 0.45 0.28 -19.01 0.20 0.47 0.27 9.08 0.20 9.39 0.03 "" "" -0.92 0.05 -0.53 0.04 "" "" 9.18 0.06 -2.661656 0.59652 -48.9 -25.5 37.5 1
34.18028 8246 1 1237665024909639803 197.518340 809 14.9 3.0 0.03 0.02 0.23 0.01 14.63 0.01 Dprop Sloan 0.00 0.00 -16.25 0.48 0.34 0.28 7.89 0.27 8.58 0.17 "" "" -2.29 0.24 -1.14 0.18 "" "" 8.88 0.18 -2.835840 0.59656 -11.8 -3.7 8.4 1
34.18333 322676 0 "" 335.492070 13964 194.9 2.3 "" "" "" "" "" "" Dprop Sloan "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 10.23 0.05 -0.427744 0.59661 146.7 -66.9 109.5 1
34.18667 114710 1 1237678808531927416 24.003330 4204 57.6 2.2 0.14 0.07 0.63 0.01 14.91 0.01 Dprop Sloan 0.54 0.29 -19.02 0.10 0.48 0.09 9.10 0.08 9.48 0.03 "" "" -1.52 0.15 "" "" "" "" 9.18 0.06 0.418937 0.59667 43.5 19.4 32.4 1
34.18806 124790 0 "" 32.794580 12571 176.1 2.2 "" "" "" "" "" "" Dprop Sloan "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 9.99 0.06 0.572373 0.59669 122.5 78.9 99.0 1
34.19000 322716 1 1237672026248904963 339.955410 6900 93.9 2.2 0.23 0.12 0.77 0.01 14.35 0.01 Dprop Sloan 0.80 0.54 -20.69 0.07 1.30 0.06 10.34 0.05 10.26 0.02 "" "" "" "" "" "" "" "" 9.33 0.06 -0.349844 0.59673 73.0 -26.6 52.8 1
34.19972 748037 1 1237665128549187811 199.538760 6086 90.3 2.3 0.04 0.02 0.57 0.02 17.22 0.02 Dprop Sloan 0.04 0.09 -17.60 0.09 0.52 0.11 8.55 0.08 8.85 0.02 8.66 0.06 -1.36 0.15 -0.77 0.11 -1.09 0.05 9.12 0.08 -2.800577 0.59690 -70.4 -25.0 50.8 1
34.20000 311323 3 "" 329.921660 5046 74.4 2.3 "" "" "" "" "" "" Dprop Sloan "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 8.63 0.06 -0.524966 0.59690 53.2 -30.8 41.8 1
34.20139 748115 1 1237665025985544468 203.715840 7289 109.3 4.3 0.03 0.01 0.85 0.06 17.47 0.03 Dprop Sloan 0.18 0.11 -17.74 0.09 0.34 0.06 8.49 0.05 8.85 0.04 8.57 0.06 "" "" "" "" -0.99 0.05 9.43 0.06 -2.727673 0.59693 -82.8 -36.4 61.4 1
34.20306 6507 1 1237665024900661393 172.802080 6307 94.0 2.3 0.08 0.04 0.63 0.01 14.09 0.01 Dprop Sloan 1.10 0.57 -20.94 0.08 0.64 0.09 9.98 0.07 10.24 0.02 10.15 0.03 -0.25 0.04 0.07 0.03 0.02 0.05 10.11 0.05 3.015965 0.59696 -77.1 9.7 52.8 1
34.21584 322695 0 "" 337.618350 4853 71.0 2.2 "" "" "" "" "" "" Dprop Sloan "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 8.91 0.06 -0.390633 0.59718 54.3 -22.4 39.9 1
34.22500 121107 0 "" 32.248750 11506 160.9 2.3 "" "" "" "" "" "" Dprop Sloan "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 9.97 0.06 0.562847 0.59734 112.5 71.0 90.5 1
34.23056 258695 2 1237662307268297201 228.455410 2306 37.5 2.3 0.07 0.04 0.71 0.03 16.77 0.02 Dprop Sloan "" "" "" "" "" "" "" "" 8.07 0.05 "" "" -1.96 0.12 "" "" "" "" 8.42 0.07 -2.295886 0.59744 -20.6 -23.2 21.1 1
34.23695 728693 1 1237665024909639898 197.707090 10604 154.9 2.2 0.04 0.02 0.77 0.01 15.24 0.01 Dprop Sloan 1.06 0.56 -20.80 0.05 0.73 0.06 9.98 0.04 10.21 0.01 10.03 0.03 -0.30 0.06 0.03 0.03 -0.17 0.07 9.89 0.06 -2.832546 0.59755 -122.0 -38.9 87.1 1
34.23750 728300 1 1237665024370475167 191.291670 11556 168.7 2.4 0.05 0.03 0.34 0.01 15.49 0.01 Dprop Sloan 1.08 0.55 -20.92 0.14 0.38 0.20 9.78 0.15 10.22 0.01 10.00 0.06 -0.14 0.05 0.13 0.02 0.09 0.06 9.99 0.06 -2.944516 0.59756 -136.8 -27.3 94.9 1
34.23861 190800 1 1237660960792641790 140.088750 7274 107.4 2.4 0.06 0.03 0.52 0.01 16.19 0.01 Dprop Sloan 0.43 0.30 -19.08 0.10 0.44 0.12 9.09 0.10 9.51 0.02 9.02 0.04 -0.99 0.16 0.24 0.03 -0.66 0.04 9.34 0.08 2.445010 0.59758 -68.1 57.0 60.4 1
34.24111 2109 0 "" 39.493340 3676 49.4 4.1 "" "" "" "" "" "" Dprop Sloan "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 9.38 0.09 0.689289 0.59762 31.5 26.0 27.8 1
34.24250 208849 1 1237664667896512753 150.587510 8134 119.9 2.2 0.04 0.02 0.53 0.02 17.83 0.02 Dprop Sloan 0.24 0.09 -17.61 0.09 0.12 0.12 8.28 0.09 8.82 0.03 "" "" "" "" "" "" "" "" 9.39 0.06 2.628248 0.59764 -86.3 48.7 67.5 1
34.24417 254094 1 1237662195615531350 228.727490 2779 44.1 2.2 0.06 0.03 0.80 0.04 17.51 0.03 Dprop Sloan 0.00 0.00 -15.75 0.12 0.57 0.06 7.85 0.06 7.77 0.05 "" "" "" "" "" "" "" "" 8.29 0.09 -2.291138 0.59767 -24.0 -27.4 24.8 1
34.24556 227059 1 1237665127469482168 183.058330 6686 99.3 2.4 0.04 0.02 0.34 0.01 15.80 0.01 Dprop Sloan 0.59 0.33 -19.36 0.15 0.43 0.20 9.20 0.15 9.52 0.02 9.30 0.04 -0.95 0.11 -0.46 0.03 -0.66 0.04 9.46 0.06 -3.088215 0.59770 -82.0 -4.4 55.9 1
34.24861 12150 1 1237672764972401063 340.301240 6510 90.9 4.3 0.23 0.12 0.76 0.01 13.04 0.01 Dprop Sloan 1.27 0.73 -21.96 0.11 1.40 0.06 10.91 0.06 11.16 0.04 "" "" 1.51 0.04 1.39 0.05 "" "" 9.49 0.07 -0.343808 0.59775 70.7 -25.3 51.2 1
34.25000 124863 0 "" 41.787500 5191 71.4 2.4 "" "" "" "" "" "" Dprop Sloan "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 9.20 0.06 0.729329 0.59778 44.0 39.3 40.2 1
34.25028 124824 0 "" 37.827080 3177 42.5 2.3 "" "" "" "" "" "" Dprop Sloan "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 8.88 0.07 0.660207 0.59778 27.7 21.5 23.9 1
34.25500 227538 1 1237665024370868310 192.416670 6663 98.7 2.3 0.04 0.02 0.79 0.01 14.45 0.01 Dprop Sloan 1.00 0.53 -20.59 0.06 0.83 0.05 9.97 0.05 9.44 0.02 10.30 0.01 -1.38 0.19 -0.83 0.06 -0.93 0.05 9.43 0.06 -2.924881 0.59786 -79.7 -17.5 55.6 1
34.25889 229366 1 1237665127471711057 189.237500 6744 100.0 2.3 0.05 0.03 0.70 0.05 17.98 0.02 Dprop Sloan 0.00 0.01 -17.05 0.07 1.13 0.08 8.76 0.06 9.08 0.02 "" "" -1.28 0.25 "" "" "" "" 9.30 0.06 -2.980368 0.59793 -81.6 -13.3 56.3 1
34.26222 110511 1 1237678809069649942 26.337500 5362 74.4 2.2 0.14 0.07 0.47 0.01 13.60 0.01 Dprop Sloan 0.98 0.58 -21.02 0.12 0.83 0.14 10.14 0.11 10.22 0.03 "" "" -1.91 0.39 -1.09 0.06 "" "" 9.20 0.06 0.459676 0.59799 55.1 27.3 41.9 1
34.26250 1645 0 "" 32.332920 11816 165.3 2.3 "" "" "" "" "" "" Dprop Sloan "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 10.19 0.05 0.564316 0.59799 115.4 73.1 93.1 1
34.26305 728964 1 1237665129087238214 202.890000 6998 103.1 2.3 0.04 0.02 0.54 0.01 15.45 0.01 Dprop Sloan 0.75 0.40 -19.74 0.09 0.48 0.12 9.39 0.09 9.77 0.02 9.53 0.05 -0.95 0.12 -0.33 0.03 -0.46 0.05 9.68 0.05 -2.742087 0.59800 -78.5 -33.1 58.0 1
34.26417 124802 0 "" 34.063330 12598 176.6 2.2 "" "" "" "" "" "" Dprop Sloan "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 10.00 0.05 0.594517 0.59802 120.9 81.7 99.4 1
34.26445 115602 0 "" 28.845420 4593 63.0 2.3 "" "" "" "" "" "" Dprop Sloan "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 8.97 0.06 0.503448 0.59803 45.6 25.1 35.5 1
34.26694 320259 1 1237672763898397607 338.924190 6258 91.5 4.4 0.27 0.14 0.35 0.01 16.03 0.01 Dprop Sloan 0.47 0.29 -19.05 0.17 0.55 0.20 9.16 0.15 9.51 0.04 "" "" -0.93 0.09 -0.74 0.05 "" "" 9.20 0.07 -0.367842 0.59807 70.6 -27.2 51.5 1
34.26694 249590 1 1237662662671794537 220.131670 1489 25.9 2.2 0.04 0.02 0.78 0.10 18.10 0.04 Dprop Sloan 0.00 0.00 -13.98 0.19 0.33 0.07 6.97 0.09 7.25 0.08 "" "" -2.55 0.20 "" "" "" "" 8.05 0.09 -2.441163 0.59807 -16.4 -13.8 14.6 1
34.26694 320259 1 1237672763898397607 338.924190 6258 91.5 4.4 0.27 0.14 0.35 0.01 16.03 0.01 Dprop Sloan 0.47 0.29 -19.05 0.17 0.55 0.20 9.16 0.15 9.51 0.04 "" "" -0.93 0.09 -0.74 0.05 "" "" 9.20 0.07 -0.367842 0.59807 70.6 -27.2 51.5 1
34.26694 249590 1 1237662662671794537 220.131670 1489 25.9 2.2 0.04 0.02 0.78 0.10 18.10 0.04 Dprop Sloan 0.00 0.00 -13.98 0.19 0.33 0.07 6.97 0.09 7.25 0.08 "" "" -2.55 0.20 "" "" "" "" 8.05 0.09 -2.441163 0.59807 -16.4 -13.8 14.6 1
34.26722 222435 1 1237665127471251541 187.947490 6905 102.3 2.2 0.06 0.03 0.71 0.01 14.32 0.01 Dprop Sloan 0.94 0.56 -20.85 0.07 1.02 0.07 10.21 0.06 10.57 0.02 "" "" 0.90 0.02 "" "" "" "" 9.50 0.06 -3.002883 0.59808 -83.7 -11.7 57.6 1
34.27083 124613 1 1237670961627988662 42.455420 4191 56.8 2.3 0.25 0.13 0.53 0.02 16.36 0.01 Dprop Sloan 0.01 0.08 -17.56 0.12 0.56 0.12 8.57 0.10 8.76 0.04 "" "" -2.56 0.75 "" "" "" "" 8.96 0.06 0.740987 0.59814 34.6 31.7 32.0 1
34.27139 729191 1 1237665129625157797 205.742920 7627 112.0 2.3 0.04 0.02 0.91 0.01 16.16 0.01 Dprop Sloan 0.50 0.32 -19.12 0.05 0.62 0.04 9.23 0.03 9.55 0.02 9.30 0.05 "" "" "" "" -0.58 0.08 9.31 0.07 -2.692294 0.59815 -83.4 -40.2 63.1 1
34.27195 254363 1 1237662195078266968 227.619170 9176 132.9 2.5 0.06 0.03 0.52 0.01 16.26 0.01 Dprop Sloan 0.77 0.36 -19.49 0.10 0.05 0.13 8.98 0.10 9.58 0.02 9.08 0.07 -0.18 0.02 0.17 0.03 0.02 0.06 9.90 0.05 -2.310481 0.59816 -74.0 -81.1 74.8 1
34.27417 217285 1 1237665024365363307 177.145830 10160 149.0 2.3 0.06 0.03 0.65 0.01 15.27 0.01 Dprop Sloan 0.96 0.54 -20.73 0.07 0.87 0.08 10.05 0.06 10.22 0.01 10.20 0.02 -0.37 0.07 -0.16 0.04 -0.22 0.07 9.47 0.08 3.091778 0.59820 -123.0 6.1 83.9 1
34.27583 100720 1 1237678893350518987 15.628330 11337 157.8 2.3 0.15 0.08 0.71 0.01 14.52 0.01 Dprop Sloan 1.34 0.68 -21.65 0.06 0.52 0.07 10.17 0.05 10.72 0.01 "" "" 1.14 0.01 1.09 0.02 "" "" 10.33 0.05 0.272766 0.59823 125.6 35.1 88.9 1
34.27694 5015 1 1237664871360299284 141.450010 1648 25.6 4.4 0.06 0.03 0.68 0.01 14.63 0.01 Dprop Sloan 0.00 0.07 -17.46 0.38 0.82 0.08 8.71 0.16 8.90 0.15 "" "" -1.87 0.18 -1.16 0.15 "" "" 8.88 0.16 2.468768 0.59825 -16.5 13.2 14.4 1
34.28167 217350 1 1237665024365756765 178.269990 9780 143.6 2.1 0.07 0.03 0.88 0.02 16.76 0.01 Dprop Sloan 0.61 0.31 -19.08 0.04 0.50 0.04 9.13 0.03 9.44 0.02 9.31 0.03 "" "" "" "" -0.72 0.03 9.57 0.07 3.111398 0.59833 -118.6 3.6 80.9 1
34.28222 216985 1 1237665128003076222 173.963330 6310 94.1 2.4 0.06 0.03 0.49 0.01 16.54 0.02 Dprop Sloan 0.36 0.20 -18.43 0.11 0.25 0.13 8.69 0.10 9.08 0.02 8.75 0.05 "" "" "" "" -0.86 0.03 9.45 0.05 3.036233 0.59834 -77.3 8.2 53.0 1
34.28500 235462 2 1237662683606417710 209.122910 4936 73.5 2.3 0.07 0.03 0.69 0.05 17.81 0.03 Dprop Sloan "" "" "" "" "" "" "" "" 8.14 0.05 "" "" -1.22 0.11 -1.22 0.09 "" "" 9.13 0.06 -2.633302 0.59839 -53.1 -29.6 41.4 1
34.28695 114714 1 1237678808531861842 23.875000 5145 71.3 2.2 0.14 0.07 0.43 0.01 14.85 0.01 Dprop Sloan 0.45 0.37 -19.63 0.13 1.34 0.16 9.94 0.12 10.17 0.03 "" "" -0.30 0.03 -0.40 0.06 "" "" 9.26 0.06 0.416697 0.59842 53.9 23.8 40.2 1
34.29111 206631 1 1237664878346174524 159.860000 6699 99.6 2.5 0.04 0.02 0.57 0.01 17.17 0.01 Dprop Sloan 0.17 0.13 -17.88 0.09 0.32 0.11 8.53 0.09 8.87 0.02 8.53 0.08 -1.97 0.52 "" "" -0.92 0.03 9.22 0.07 2.790083 0.59849 -77.3 28.3 56.1 1
34.29333 235503 2 1237664852568375387 209.801250 14830 214.7 2.3 0.06 0.03 0.78 0.01 14.80 0.01 Dprop Sloan "" "" "" "" "" "" "" "" 10.84 0.01 10.83 0.04 0.16 0.04 0.39 0.03 0.61 0.06 10.33 0.05 -2.621463 0.59853 -153.9 -88.2 121.0 1
34.29389 748176 1 1237665129624961083 205.151250 4051 60.9 2.2 0.04 0.02 0.37 0.01 15.05 0.01 Dprop Sloan 0.47 0.28 -19.02 0.15 0.50 0.19 9.11 0.14 "" "" "" "" "" "" "" "" "" "" 8.99 0.06 -2.702621 0.59854 -45.5 -21.4 34.3 1
34.29944 190413 1 1237661137419567126 144.725010 4329 63.3 2.3 0.06 0.03 0.43 0.01 13.32 0.01 Dprop Sloan 0.88 0.56 -20.93 0.14 1.18 0.16 10.35 0.12 10.45 0.03 "" "" -0.01 0.03 -0.06 0.04 "" "" 8.91 0.07 2.525928 0.59864 -42.7 30.2 35.7 1
34.30111 245935 1 1237662662134399286 218.535830 14415 208.3 2.3 0.06 0.03 0.84 0.04 17.11 0.02 Dprop Sloan 0.72 0.38 -19.54 0.04 0.57 0.05 9.36 0.04 9.64 0.01 9.50 0.06 "" "" "" "" -0.33 0.03 10.19 0.05 -2.469016 0.59867 -134.6 -107.2 117.4 1
34.30278 12132 1 1237672764435399126 339.711670 6124 91.5 4.3 0.25 0.13 0.67 0.01 13.80 0.01 Dprop Sloan 1.10 0.62 -21.24 0.12 1.00 0.08 10.35 0.07 10.47 0.04 "" "" -0.12 0.04 -0.07 0.04 "" "" 9.70 0.06 -0.354098 0.59870 70.9 -26.2 51.6 1
34.30416 331184 1 1237680504508776994 348.545010 5214 75.0 2.4 0.26 0.13 0.19 0.01 16.22 0.01 Dprop Sloan 0.15 0.19 -18.42 0.23 0.88 0.31 9.13 0.23 9.20 0.03 "" "" "" "" "" "" "" "" 9.21 0.06 -0.199927 0.59872 60.7 -12.3 42.3 1
34.30528 729384 1 1237662662134464672 218.807920 14310 206.8 2.3 0.06 0.03 1.00 0.01 15.72 0.01 Dprop Sloan 1.16 0.58 -20.88 0.03 0.63 0.03 9.94 0.02 10.32 0.01 10.11 0.06 0.12 0.03 0.31 0.02 0.40 0.06 9.95 0.06 -2.464267 0.59874 -133.1 -107.1 116.6 1
34.30667 727982 1 1237665128538701867 170.428330 8395 123.9 2.1 0.08 0.04 0.46 0.01 15.96 0.01 Dprop Sloan 0.61 0.38 -19.67 0.11 0.47 0.15 9.35 0.11 9.52 0.02 9.30 0.05 "" "" "" "" -0.52 0.02 9.70 0.06 2.974535 0.59876 -100.9 17.0 69.8 1
34.30806 1048 1 1237678894426619936 22.078330 4675 68.5 4.3 0.16 0.08 0.64 0.01 12.79 0.01 Dprop Sloan 1.13 0.67 -21.61 0.15 1.16 0.09 10.60 0.09 10.78 0.05 "" "" 0.79 0.05 "" "" "" "" 9.47 0.07 0.385340 0.59879 52.4 21.3 38.6 1
34.30944 335357 1 1237680508797125221 351.487090 13604 189.7 2.2 0.36 0.18 0.40 0.03 18.35 0.03 Dprop Sloan 0.36 0.18 -18.29 0.13 0.14 0.17 8.57 0.13 8.96 0.03 "" "" "" "" "" "" "" "" 9.89 0.06 -0.148578 0.59881 155.0 -23.2 106.9 1
34.31139 238816 1 1237665129086976004 202.019170 10775 157.1 2.3 0.05 0.03 0.79 0.01 14.04 0.01 Dprop Sloan 1.46 0.75 -22.05 0.05 0.82 0.06 10.55 0.04 10.83 0.01 10.65 0.03 0.29 0.03 0.45 0.03 0.34 0.09 9.94 0.06 -2.757286 0.59885 -120.3 -48.7 88.6 1
34.31528 200090 1 1237662224055795752 151.960420 6138 91.5 2.3 0.06 0.03 0.76 0.01 13.39 0.01 Dprop Sloan 1.24 0.67 -21.53 0.07 0.83 0.06 10.34 0.05 10.59 0.02 10.49 0.03 0.24 0.02 0.37 0.03 0.11 0.10 9.41 0.06 2.652210 0.59891 -66.7 35.5 51.6 1
34.31528 195817 1 1237664668969599173 148.484590 11960 174.6 2.2 0.04 0.02 0.25 0.01 16.27 0.01 Dprop Sloan 0.83 0.44 -20.23 0.18 0.49 0.26 9.58 0.19 10.00 0.01 9.71 0.05 -0.22 0.06 -0.08 0.03 -0.10 0.06 10.03 0.05 2.591545 0.59891 -122.9 75.4 98.4 1
34.31528 200090 1 1237662224055795752 151.960420 6138 91.5 2.3 0.06 0.03 0.76 0.01 13.39 0.01 Dprop Sloan 1.24 0.67 -21.53 0.07 0.83 0.06 10.34 0.05 10.59 0.02 10.49 0.03 0.24 0.02 0.37 0.03 0.11 0.10 9.41 0.06 2.652210 0.59891 -66.7 35.5 51.6 1
34.31528 195817 1 1237664668969599173 148.484590 11960 174.6 2.2 0.04 0.02 0.25 0.01 16.27 0.01 Dprop Sloan 0.83 0.44 -20.23 0.18 0.49 0.26 9.58 0.19 10.00 0.01 9.71 0.05 -0.22 0.06 -0.08 0.03 -0.10 0.06 10.03 0.05 2.591545 0.59891 -122.9 75.4 98.4 1
34.31611 6540 1 1237665024900858129 173.374180 8077 119.3 2.3 0.08 0.04 0.85 0.01 13.43 0.01 Dprop Sloan 1.41 0.75 -22.04 0.05 0.87 0.04 10.58 0.04 10.77 0.02 10.70 0.02 0.29 0.02 0.46 0.02 0.43 0.03 10.03 0.05 3.025950 0.59893 -97.9 11.4 67.3 1
34.32028 196009 1 1237664668433186898 149.902080 6346 94.4 2.3 0.04 0.02 0.81 0.01 15.74 0.01 Dprop Sloan 0.52 0.32 -19.18 0.06 0.64 0.05 9.27 0.04 9.45 0.02 9.48 0.03 -1.66 0.43 -0.54 0.03 -0.72 0.09 9.60 0.05 2.616285 0.59900 -67.5 39.1 53.2 1
34.32778 205932 1 1237662224592208034 150.562930 6009 89.6 2.4 0.04 0.02 0.47 0.01 15.96 0.01 Dprop Sloan 0.47 0.27 -18.91 0.11 0.45 0.14 9.03 0.11 9.39 0.02 9.13 0.03 -1.03 0.11 -0.55 0.03 -0.72 0.02 9.34 0.06 2.627819 0.59913 -64.4 36.4 50.5 1
34.32833 227504 1 1237665024370540634 191.404160 11692 170.6 2.2 0.05 0.03 0.72 0.02 16.64 0.01 Dprop Sloan 0.70 0.38 -19.60 0.05 0.59 0.07 9.40 0.05 9.64 0.01 9.44 0.05 -0.57 0.13 -0.32 0.02 -0.35 0.06 9.91 0.06 -2.942553 0.59914 -138.1 -27.9 96.2 1
34.32861 124791 0 "" 32.817500 4811 66.0 2.2 "" "" "" "" "" "" Dprop Sloan "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 9.14 0.06 0.572773 0.59915 45.8 29.5 37.2 1
34.32917 728710 1 1237665128548598093 197.882920 6259 92.8 2.1 0.04 0.02 0.49 0.01 15.92 0.01 Dprop Sloan 0.43 0.29 -19.02 0.10 0.72 0.13 9.26 0.10 9.49 0.02 9.44 0.03 -1.22 0.13 -0.74 0.03 -0.82 0.06 9.39 0.06 -2.829477 0.59916 -72.9 -23.5 52.3 1
34.33000 245256 1 1237662663209058589 221.334170 1663 28.3 2.3 0.05 0.03 0.64 0.02 16.55 0.02 Dprop Sloan 0.00 0.00 -15.74 0.19 0.37 0.09 7.70 0.10 8.01 0.07 "" "" -2.17 0.11 -1.20 0.08 "" "" 8.17 0.09 -2.420175 0.59917 -17.5 -15.4 16.0 1
34.33333 6512 1 1237665024900726838 172.936250 1866 29.7 2.3 0.08 0.04 0.69 0.01 14.15 0.01 Dprop Sloan 0.44 0.19 -18.29 0.18 0.36 0.08 8.72 0.09 9.07 0.07 "" "" "" "" "" "" "" "" 9.35 0.08 3.018307 0.59923 -24.3 3.0 16.8 1
34.34250 1472 0 "" 29.995000 4851 66.7 2.2 "" "" "" "" "" "" Dprop Sloan "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 9.57 0.05 0.523512 0.59939 47.7 27.5 37.6 1
34.34278 727637 1 1237664880491495431 153.544160 11421 167.0 2.3 0.05 0.02 0.54 0.01 14.82 0.01 Dprop Sloan 1.23 0.65 -21.49 0.09 0.64 0.12 10.20 0.09 10.77 0.01 10.44 0.09 1.29 0.01 1.20 0.02 1.11 0.19 9.87 0.06 2.679851 0.59939 -123.4 61.4 94.2 1
34.34528 331054 1 1237666184037204114 359.928770 4900 69.5 2.3 0.23 0.12 0.39 0.01 15.27 0.01 Dprop Sloan 0.60 0.31 -19.19 0.14 0.18 0.18 8.95 0.14 9.35 0.03 "" "" -1.50 0.18 "" "" "" "" 9.41 0.05 -0.001243 0.59944 57.4 -0.1 39.2 1
34.34528 195034 1 1237661138492522670 142.270420 6869 101.6 2.2 0.05 0.03 0.78 0.03 16.84 0.01 Dprop Sloan 0.25 0.18 -18.24 0.06 0.45 0.06 8.76 0.05 9.08 0.02 8.81 0.07 "" "" "" "" -0.88 0.02 9.34 0.06 2.483087 0.59944 -66.3 51.3 57.3 1
34.34528 331054 1 1237666184037204114 359.928770 4900 69.5 2.3 0.23 0.12 0.39 0.01 15.27 0.01 Dprop Sloan 0.60 0.31 -19.19 0.14 0.18 0.18 8.95 0.14 9.35 0.03 "" "" -1.50 0.18 "" "" "" "" 9.41 0.05 -0.001243 0.59944 57.4 -0.1 39.2 1
34.34528 195034 1 1237661138492522670 142.270420 6869 101.6 2.2 0.05 0.03 0.78 0.03 16.84 0.01 Dprop Sloan 0.25 0.18 -18.24 0.06 0.45 0.06 8.76 0.05 9.08 0.02 8.81 0.07 "" "" "" "" -0.88 0.02 9.34 0.06 2.483087 0.59944 -66.3 51.3 57.3 1
34.34555 1054 1 1237678894426620336 22.202920 2661 36.0 2.5 0.15 0.08 0.18 0.01 16.07 0.01 Dprop Sloan 0.00 0.00 -16.78 0.27 0.62 0.32 8.30 0.25 8.55 0.06 "" "" "" "" "" "" "" "" 9.11 0.07 0.387514 0.59944 27.5 11.2 20.3 1
34.34583 245429 1 1237664853643231379 213.005830 10177 148.1 2.2 0.06 0.03 0.78 0.01 15.26 0.01 Dprop Sloan 1.01 0.54 -20.68 0.05 0.70 0.06 9.91 0.04 10.15 0.01 10.05 0.03 -0.58 0.09 -0.13 0.03 -0.22 0.05 9.86 0.06 -2.565532 0.59945 -102.5 -66.6 83.6 1
34.34722 235426 1 1237662683606220891 208.503740 7924 116.1 2.2 0.06 0.03 0.40 0.01 16.60 0.01 Dprop Sloan 0.43 0.26 -18.86 0.13 0.48 0.17 9.03 0.13 9.26 0.02 "" "" -0.37 0.04 -0.26 0.03 "" "" 9.63 0.06 -2.644109 0.59947 -84.2 -45.7 65.5 1
34.34833 245472 1 1237664853643493430 213.817500 8497 124.0 2.4 0.06 0.03 0.69 0.01 14.09 0.01 Dprop Sloan 1.24 0.66 -21.51 0.07 0.74 0.08 10.28 0.06 10.41 0.02 10.30 0.04 -0.15 0.04 0.06 0.03 0.03 0.08 9.75 0.06 -2.551366 0.59949 -85.1 -57.0 70.0 1
34.35111 320344 1 1237672027322843195 341.050840 6734 90.9 4.3 0.27 0.14 0.90 0.01 13.33 0.01 Dprop Sloan 1.26 0.69 -21.63 0.11 1.07 0.04 10.55 0.05 10.84 0.04 "" "" 1.10 0.04 1.01 0.05 "" "" 9.45 0.06 -0.330725 0.59954 71.0 -24.4 51.3 1
34.35167 124846 0 "" 40.307090 7610 105.7 2.2 "" "" "" "" "" "" Dprop Sloan "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 9.48 0.06 0.703491 0.59955 66.5 56.5 59.6 1
34.35833 322682 0 "" 336.515410 6359 86.2 2.4 "" "" "" "" "" "" Dprop Sloan "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 9.66 0.05 -0.409883 0.59967 65.3 -28.4 48.6 1
34.35917 975 1 1237666214078775372 21.315420 4894 55.5 10.7 0.21 0.11 0.60 0.01 13.98 0.01 Dprop Sloan 0.70 0.43 -19.94 0.42 0.84 0.10 9.71 0.18 9.88 0.17 "" "" -0.65 0.17 -0.55 0.17 "" "" 9.05 0.17 0.372024 0.59968 42.7 16.7 31.3 1
34.36139 322585 1 1237672766046274268 341.211270 6965 90.9 4.3 0.27 0.14 0.58 0.01 16.14 0.02 Dprop Sloan 0.51 0.27 -18.85 0.13 0.28 0.11 8.89 0.09 9.49 0.04 "" "" -1.42 0.24 "" "" "" "" 9.67 0.06 -0.327925 0.59972 71.0 -24.2 51.3 1
34.36722 245410 1 1237664673258930248 212.468750 8312 121.4 2.3 0.05 0.03 0.69 0.01 16.19 0.01 Dprop Sloan 0.70 0.34 -19.31 0.06 0.15 0.08 8.98 0.06 9.44 0.02 9.08 0.04 -0.96 0.10 -0.17 0.03 -0.28 0.02 9.89 0.05 -2.574906 0.59982 -84.5 -53.8 68.5 1
34.36805 322447 2 1237680505581010977 344.236660 845 13.8 2.2 0.32 0.17 0.54 0.16 20.48 0.10 Dprop Sloan "" "" "" "" "" "" "" "" 6.47 0.14 "" "" "" "" "" "" "" "" 7.82 0.15 -0.275122 0.59984 11.0 -3.1 7.8 1
