# DEJ2000 AGC Flag ObjID RAJ2000 RVel Dist e_Dist gext iext b/a e_b/a imag e_imag Dprop Sloan Ag Ai iMAG e_iMAG g-i e_g-i logMsT e_logMsT logMsM e_logMsM logMsG e_logMsG logSFR22 e_logSFR22 logSFRN e_logSFRN logSFRG e_logSFRG logMHI e_logMHI WRAPPED_RA WRAPPED_DE px py pz size
26.89861 250348 1 1237665102216691879 228.350420 9351 135.6 2.5 0.15 0.08 0.89 0.01 14.40 0.01 Dprop Sloan 1.17 0.65 -21.38 0.05 0.95 0.04 10.37 0.03 10.57 0.02 10.51 0.02 0.04 0.03 0.21 0.03 0.08 0.09 9.46 0.06 -2.297719 0.46947 -80.4 -90.4 61.3 1
26.89889 180042 1 1237660344463130871 121.625830 7696 112.9 2.4 0.12 0.06 0.62 0.01 13.56 0.01 Dprop Sloan 1.22 0.72 -21.92 0.08 1.17 0.09 10.74 0.07 10.74 0.02 "" "" -0.28 0.05 "" "" "" "" 9.96 0.05 2.122771 0.46947 -52.8 85.7 51.1 1
26.90028 330751 1 1237680276331692276 355.035800 11101 153.7 2.3 0.25 0.13 0.96 0.05 16.10 0.01 Dprop Sloan 0.87 0.44 -19.97 0.04 0.70 0.04 9.63 0.03 9.72 0.01 "" "" -1.00 0.22 "" "" "" "" 9.70 0.06 -0.086642 0.46950 136.6 -11.9 69.5 1
26.90055 102565 1 1237678789734629556 2.822080 11804 163.8 2.2 0.16 0.08 0.44 0.01 15.93 0.01 Dprop Sloan 0.84 0.48 -20.40 0.11 0.82 0.16 9.89 0.12 10.17 0.01 "" "" -0.21 0.05 -0.18 0.03 "" "" 9.87 0.06 0.049255 0.46950 145.9 7.2 74.1 1
26.90055 749313 2 1237667254541287671 155.437500 6357 95.1 2.1 0.11 0.06 1.00 0.06 17.76 0.13 Dprop Sloan "" "" "" "" "" "" "" "" 8.65 0.03 "" "" -1.07 0.24 "" "" "" "" 9.37 0.05 2.712896 0.46950 -77.1 35.3 43.0 1
26.90055 731848 1 1237667429572804895 179.689160 6583 98.3 2.4 0.08 0.04 0.74 0.02 16.13 0.05 Dprop Sloan 0.53 0.28 -18.91 0.08 0.40 0.08 8.99 0.06 9.41 0.02 9.10 0.07 "" "" "" "" -0.43 0.12 9.25 0.06 3.136167 0.46950 -87.7 0.5 44.5 1
26.90055 102565 1 1237678789734629556 2.822080 11804 163.8 2.2 0.16 0.08 0.44 0.01 15.93 0.01 Dprop Sloan 0.84 0.48 -20.40 0.11 0.82 0.16 9.89 0.12 10.17 0.01 "" "" -0.21 0.05 -0.18 0.03 "" "" 9.87 0.06 0.049255 0.46950 145.9 7.2 74.1 1
26.90055 749313 2 1237667254541287671 155.437500 6357 95.1 2.1 0.11 0.06 1.00 0.06 17.76 0.13 Dprop Sloan "" "" "" "" "" "" "" "" 8.65 0.03 "" "" -1.07 0.24 "" "" "" "" 9.37 0.05 2.712896 0.46950 -77.1 35.3 43.0 1
26.90055 731848 1 1237667429572804895 179.689160 6583 98.3 2.4 0.08 0.04 0.74 0.02 16.13 0.05 Dprop Sloan 0.53 0.28 -18.91 0.08 0.40 0.08 8.99 0.06 9.41 0.02 9.10 0.07 "" "" "" "" -0.43 0.12 9.25 0.06 3.136167 0.46950 -87.7 0.5 44.5 1
26.90055 102565 1 1237678789734629556 2.822080 11804 163.8 2.2 0.16 0.08 0.44 0.01 15.93 0.01 Dprop Sloan 0.84 0.48 -20.40 0.11 0.82 0.16 9.89 0.12 10.17 0.01 "" "" -0.21 0.05 -0.18 0.03 "" "" 9.87 0.06 0.049255 0.46950 145.9 7.2 74.1 1
26.90055 749313 2 1237667254541287671 155.437500 6357 95.1 2.1 0.11 0.06 1.00 0.06 17.76 0.13 Dprop Sloan "" "" "" "" "" "" "" "" 8.65 0.03 "" "" -1.07 0.24 "" "" "" "" 9.37 0.05 2.712896 0.46950 -77.1 35.3 43.0 1
26.90055 731848 1 1237667429572804895 179.689160 6583 98.3 2.4 0.08 0.04 0.74 0.02 16.13 0.05 Dprop Sloan 0.53 0.28 -18.91 0.08 0.40 0.08 8.99 0.06 9.41 0.02 9.10 0.07 "" "" "" "" -0.43 0.12 9.25 0.06 3.136167 0.46950 -87.7 0.5 44.5 1
26.90139 731541 1 1237667431177912446 165.559170 6258 93.8 2.3 0.07 0.04 0.40 0.01 16.93 0.02 Dprop Sloan 0.18 0.14 -18.02 0.13 0.48 0.17 8.70 0.13 8.94 0.02 8.77 0.06 -1.46 0.32 -0.93 0.04 -0.96 0.08 9.01 0.07 2.889553 0.46952 -81.0 20.9 42.4 1
26.90306 722878 1 1237667323786821761 166.865830 13763 201.0 2.2 0.06 0.03 0.49 0.01 15.80 0.01 Dprop Sloan 1.09 0.56 -20.93 0.10 0.54 0.14 9.90 0.10 10.22 0.01 9.99 0.04 -0.05 0.07 0.14 0.03 0.13 0.05 10.05 0.05 2.912358 0.46955 -174.6 40.7 90.9 1
26.90389 211048 1 1237667323786952837 167.265820 11262 165.2 2.3 0.10 0.05 0.44 0.01 14.56 0.01 Dprop Sloan 1.24 0.69 -21.83 0.11 0.83 0.15 10.46 0.12 10.74 0.01 10.59 0.04 0.41 0.02 0.42 0.03 0.28 0.09 9.96 0.05 2.919339 0.46956 -143.7 32.5 74.8 1
26.90417 241901 1 1237665428633878531 213.409160 10527 153.4 2.3 0.06 0.03 0.43 0.01 15.07 0.01 Dprop Sloan 1.04 0.58 -21.10 0.11 0.89 0.16 10.21 0.12 10.42 0.01 10.42 0.02 -0.46 0.06 -0.28 0.04 -0.24 0.14 9.83 0.06 -2.558493 0.46957 -114.2 -75.3 69.4 1
26.90417 200871 1 1237667431177912461 165.595000 8799 130.1 2.3 0.08 0.04 0.93 0.01 14.61 0.01 Dprop Sloan 1.17 0.60 -21.02 0.04 0.71 0.04 10.06 0.03 10.31 0.02 10.21 0.05 -0.13 0.05 -0.01 0.03 0.07 0.06 9.61 0.05 2.890178 0.46957 -112.4 28.9 58.9 1
26.90417 241901 1 1237665428633878531 213.409160 10527 153.4 2.3 0.06 0.03 0.43 0.01 15.07 0.01 Dprop Sloan 1.04 0.58 -21.10 0.11 0.89 0.16 10.21 0.12 10.42 0.01 10.42 0.02 -0.46 0.06 -0.28 0.04 -0.24 0.14 9.83 0.06 -2.558493 0.46957 -114.2 -75.3 69.4 1
26.90417 200871 1 1237667431177912461 165.595000 8799 130.1 2.3 0.08 0.04 0.93 0.01 14.61 0.01 Dprop Sloan 1.17 0.60 -21.02 0.04 0.71 0.04 10.06 0.03 10.31 0.02 10.21 0.05 -0.13 0.05 -0.01 0.03 0.07 0.06 9.61 0.05 2.890178 0.46957 -112.4 28.9 58.9 1
26.90472 102262 1 1237678789737054592 9.123330 5222 73.3 2.2 0.14 0.07 0.38 0.01 16.04 0.01 Dprop Sloan 0.30 0.20 -18.45 0.14 0.60 0.18 8.95 0.14 9.20 0.03 "" "" -1.28 0.13 "" "" "" "" 8.99 0.07 0.159232 0.46958 64.5 10.4 33.2 1
26.90500 725590 1 1237667443514278074 201.293750 14733 214.1 2.3 0.04 0.02 0.42 0.01 16.35 0.01 Dprop Sloan 0.71 0.50 -20.51 0.12 1.32 0.16 10.28 0.12 10.44 0.01 10.40 0.07 0.32 0.03 0.23 0.11 -0.33 0.41 9.93 0.06 -2.769947 0.46958 -177.9 -69.3 96.9 1
26.90556 726628 1 1237665443135160411 217.414580 9860 143.6 2.4 0.06 0.03 0.49 0.01 17.14 0.01 Dprop Sloan 0.40 0.25 -18.75 0.10 0.50 0.14 9.00 0.10 9.45 0.01 9.23 0.07 -0.56 0.05 -0.42 0.06 -0.32 0.06 9.58 0.06 -2.488585 0.46959 -101.7 -77.8 65.0 1
26.90583 4038 1 1237657775534309581 117.400420 7062 103.5 2.2 0.12 0.06 0.42 0.01 13.31 0.01 Dprop Sloan 1.30 0.72 -22.10 0.12 0.95 0.16 10.65 0.12 10.82 0.02 10.85 0.02 0.10 0.03 0.12 0.03 -0.04 0.09 9.91 0.05 2.049024 0.46960 -42.5 81.9 46.8 1
26.90778 238839 2 1237667444052132518 203.837080 10743 156.9 2.4 0.04 0.02 0.68 0.11 18.96 0.09 Dprop Sloan "" "" "" "" "" "" "" "" 8.58 0.06 "" "" "" "" "" "" "" "" 9.63 0.06 -2.725557 0.46963 -128.0 -56.5 71.0 1
26.90833 749189 2 1237667323786756963 166.738340 1159 19.8 2.1 0.07 0.03 0.77 0.14 19.57 0.10 Dprop Sloan "" "" "" "" "" "" "" "" 6.54 0.14 "" "" "" "" "" "" "" "" 7.60 0.11 2.910133 0.46964 -17.2 4.1 9.0 1
26.90917 254971 1 1237664854726344967 236.480410 9770 141.0 2.3 0.12 0.06 0.43 0.01 15.59 0.01 Dprop Sloan 0.95 0.48 -20.39 0.12 0.47 0.16 9.64 0.12 10.02 0.01 10.01 0.04 -0.67 0.09 -0.13 0.03 -0.20 0.05 9.83 0.05 -2.155824 0.46965 -69.4 -104.8 63.8 1
26.90944 6012 1 1237667431713931412 163.410830 6347 95.0 2.3 0.09 0.04 0.20 0.01 13.93 0.01 Dprop Sloan 0.99 0.60 -21.43 0.22 1.07 0.30 10.47 0.23 10.68 0.02 10.78 0.03 -0.17 0.03 -0.22 0.03 -1.80 0.52 9.74 0.05 2.852057 0.46966 -81.2 24.2 43.0 1
26.91055 749315 1 1237667254005072077 157.276670 645 9.2 2.5 0.07 0.04 0.80 0.05 18.62 0.03 Dprop Sloan 0.00 0.00 -11.23 0.59 0.10 0.06 5.71 0.24 6.26 0.24 "" "" "" "" "" "" "" "" 6.83 0.24 2.744996 0.46968 -7.6 3.2 4.2 1
26.91194 112511 1 1237666215149175087 19.179170 12277 171.1 2.3 0.21 0.11 0.53 0.02 17.55 0.02 Dprop Sloan 0.44 0.26 -18.80 0.09 0.41 0.12 8.96 0.09 9.23 0.02 "" "" -0.85 0.17 -0.71 0.08 "" "" 9.73 0.06 0.334740 0.46970 144.1 50.1 77.4 1
26.91194 122199 0 "" 36.911250 10543 147.3 2.3 "" "" "" "" "" "" Dprop Sloan "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 9.92 0.05 0.644223 0.46970 105.0 78.9 66.7 1
26.91194 112511 1 1237666215149175087 19.179170 12277 171.1 2.3 0.21 0.11 0.53 0.02 17.55 0.02 Dprop Sloan 0.44 0.26 -18.80 0.09 0.41 0.12 8.96 0.09 9.23 0.02 "" "" -0.85 0.17 -0.71 0.08 "" "" 9.73 0.06 0.334740 0.46970 144.1 50.1 77.4 1
26.91194 122199 0 "" 36.911250 10543 147.3 2.3 "" "" "" "" "" "" Dprop Sloan "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 9.92 0.05 0.644223 0.46970 105.0 78.9 66.7 1
26.91222 725594 1 1237667443514343643 201.435000 9797 143.5 2.2 0.04 0.02 0.73 0.02 16.88 0.01 Dprop Sloan 0.52 0.29 -18.96 0.05 0.55 0.07 9.12 0.05 9.45 0.02 9.21 0.05 -1.05 0.24 -0.57 0.05 -0.71 0.05 9.63 0.06 -2.767481 0.46971 -119.1 -46.8 65.0 1
26.91333 732673 1 1237667323800911897 203.122500 9128 133.9 2.2 0.04 0.02 0.64 0.02 17.36 0.01 Dprop Sloan 0.26 0.19 -18.33 0.07 0.47 0.09 8.81 0.07 9.33 0.01 8.88 0.07 -0.13 0.03 -0.15 0.04 -0.22 0.08 9.53 0.06 -2.738029 0.46973 -109.8 -46.9 60.6 1
26.91444 733660 1 1237665102753956031 229.501680 9947 144.0 2.3 0.12 0.06 0.40 0.01 15.24 0.01 Dprop Sloan 0.95 0.54 -20.83 0.13 0.82 0.17 10.06 0.13 10.26 0.01 10.27 0.03 -0.43 0.05 -0.28 0.03 -0.46 0.10 9.73 0.06 -2.277625 0.46975 -83.4 -97.6 65.2 1
26.91528 172062 1 1237657774460895506 118.625840 6875 100.9 2.3 0.12 0.06 0.80 0.02 16.17 0.01 Dprop Sloan 0.42 0.29 -18.94 0.06 0.71 0.05 9.22 0.04 9.43 0.02 "" "" "" "" "" "" "" "" 8.83 0.08 2.070411 0.46976 -43.1 79.0 45.7 1
26.91583 331305 1 1237680276332019902 355.851260 8189 112.1 2.3 0.25 0.13 0.81 0.01 15.65 0.01 Dprop Sloan 0.69 0.41 -19.77 0.06 0.72 0.05 9.56 0.04 9.97 0.02 "" "" 0.14 0.02 "" "" "" "" 9.83 0.05 -0.072409 0.46977 99.7 -7.2 50.7 1
26.91583 733540 1 1237665101679362217 227.034590 9729 141.1 2.2 0.15 0.08 0.92 0.01 14.72 0.01 Dprop Sloan 1.00 0.62 -21.13 0.04 1.30 0.04 10.51 0.03 10.50 0.01 10.61 0.02 "" "" "" "" -1.76 0.59 9.72 0.05 -2.320684 0.46977 -85.8 -92.1 63.9 1
26.91583 331305 1 1237680276332019902 355.851260 8189 112.1 2.3 0.25 0.13 0.81 0.01 15.65 0.01 Dprop Sloan 0.69 0.41 -19.77 0.06 0.72 0.05 9.56 0.04 9.97 0.02 "" "" 0.14 0.02 "" "" "" "" 9.83 0.05 -0.072409 0.46977 99.7 -7.2 50.7 1
26.91583 733540 1 1237665101679362217 227.034590 9729 141.1 2.2 0.15 0.08 0.92 0.01 14.72 0.01 Dprop Sloan 1.00 0.62 -21.13 0.04 1.30 0.04 10.51 0.03 10.50 0.01 10.61 0.02 "" "" "" "" -1.76 0.59 9.72 0.05 -2.320684 0.46977 -85.8 -92.1 63.9 1
26.91667 3874 1 1237654652555886941 112.272080 7927 115.6 2.2 0.19 0.10 0.72 0.01 13.16 0.01 Dprop Sloan 1.41 0.79 -22.36 0.06 1.22 0.07 10.95 0.05 10.94 0.02 "" "" -0.28 0.05 -0.18 0.04 "" "" 10.05 0.05 1.959517 0.46978 -39.1 95.4 52.3 1
26.91778 725556 1 1237667443514015816 200.564590 4762 70.7 2.2 0.07 0.04 0.76 0.01 16.37 0.01 Dprop Sloan 0.29 0.14 -17.93 0.08 0.30 0.06 8.53 0.05 8.96 0.03 8.74 0.08 -1.20 0.09 -0.61 0.04 -0.80 0.05 9.36 0.05 -2.782673 0.46980 -59.0 -22.1 32.0 1
26.91889 263797 1 1237662640658776300 243.502490 9831 141.3 2.1 0.16 0.08 0.37 0.01 15.12 0.01 Dprop Sloan 1.04 0.56 -20.94 0.13 0.58 0.18 9.93 0.14 10.27 0.01 10.14 0.03 -0.25 0.05 -0.02 0.03 -0.03 0.08 9.56 0.07 -2.033265 0.46982 -56.2 -112.8 64.0 1
26.91972 749272 1 1237660342853173399 123.880840 11816 171.8 2.3 0.12 0.06 0.75 0.17 15.23 0.01 Dprop Sloan 1.23 0.60 -21.08 0.08 0.42 0.15 9.87 0.11 9.96 0.01 "" "" -0.98 0.24 "" "" "" "" 9.87 0.05 2.162129 0.46984 -85.4 127.2 77.8 1
26.92306 733628 1 1237665128560591079 228.712100 9235 133.9 2.3 0.13 0.07 0.48 0.01 16.40 0.01 Dprop Sloan 0.58 0.35 -19.42 0.10 0.64 0.14 9.36 0.11 9.60 0.02 9.46 0.04 -1.18 0.19 -0.65 0.04 -0.66 0.08 9.57 0.06 -2.291406 0.46990 -78.8 -89.7 60.6 1
26.92361 10254 1 1237662341624365097 242.808720 9667 139.0 2.3 0.14 0.07 0.82 0.01 12.91 0.01 Dprop Sloan 1.63 0.88 -22.96 0.05 1.19 0.05 11.16 0.04 11.21 0.01 11.28 0.01 -0.61 0.11 -0.22 0.06 -0.20 0.05 9.70 0.06 -2.045374 0.46991 -56.6 -110.2 62.9 1
26.92528 721554 1 1237665369571983517 145.210420 15821 230.0 2.3 0.07 0.04 0.89 0.01 15.00 0.01 Dprop Sloan 1.42 0.73 -21.88 0.03 0.73 0.04 10.41 0.03 10.71 0.01 10.48 0.05 0.43 0.03 0.62 0.02 0.55 0.07 10.13 0.05 2.534400 0.46993 -168.4 117.0 104.2 1
26.92972 113749 1 1237678790276808808 16.438750 10115 140.1 2.1 0.27 0.14 0.77 0.01 14.33 0.01 Dprop Sloan 1.24 0.68 -21.62 0.06 1.09 0.06 10.56 0.05 10.69 0.01 "" "" -0.51 0.07 -0.40 0.08 "" "" 9.81 0.06 0.286910 0.47001 119.8 35.3 63.5 1
26.93028 749260 1 1237658192681566524 119.450840 4704 68.2 2.3 0.12 0.06 0.53 0.02 16.79 0.03 Dprop Sloan 0.04 0.07 -17.46 0.12 0.45 0.13 8.45 0.10 8.74 0.03 "" "" -1.30 0.16 "" "" "" "" 9.09 0.06 2.084810 0.47002 -29.9 52.9 30.9 1
26.93083 749263 1 1237658191608152647 120.615010 11238 163.4 2.3 0.12 0.06 0.19 0.01 17.73 0.01 Dprop Sloan 0.26 0.21 -18.55 0.22 0.63 0.31 9.01 0.23 9.21 0.02 "" "" "" "" "" "" "" "" 9.94 0.05 2.105129 0.47003 -74.2 125.4 74.0 1
26.93472 724509 1 1237667429573722280 182.174160 17190 249.8 2.3 0.07 0.04 0.81 0.01 16.12 0.01 Dprop Sloan 1.15 0.59 -20.96 0.04 0.63 0.05 9.97 0.04 10.34 0.01 10.10 0.05 0.15 0.05 0.32 0.03 0.35 0.08 10.38 0.05 -3.103646 0.47010 -222.5 -8.4 113.2 1
26.93583 240384 1 1237665429708996713 217.042080 4419 66.4 2.3 0.06 0.03 0.59 0.01 14.94 0.01 Dprop Sloan 0.58 0.33 -19.28 0.10 0.58 0.10 9.27 0.08 9.55 0.03 9.40 0.02 -1.50 0.13 -0.74 0.05 -0.95 0.02 9.66 0.05 -2.495086 0.47012 -47.3 -35.7 30.1 1
26.93667 732182 1 1237667442435817661 189.094180 7112 105.6 2.2 0.06 0.03 0.65 0.02 17.45 0.02 Dprop Sloan 0.09 0.10 -17.71 0.07 0.40 0.09 8.51 0.07 9.05 0.02 "" "" "" "" "" "" "" "" 9.13 0.06 -2.982869 0.47013 -93.0 -14.9 47.8 1
26.93750 332929 1 1237680276867252426 351.630400 5818 83.3 2.3 0.26 0.13 0.31 0.01 16.16 0.01 Dprop Sloan 0.40 0.24 -18.69 0.17 0.30 0.22 8.84 0.17 9.18 0.02 "" "" "" "" "" "" "" "" 9.22 0.06 -0.146077 0.47015 73.5 -10.8 37.7 1
26.94056 171807 1 1237657776071049732 116.905420 8151 119.1 2.3 0.13 0.06 0.80 0.03 17.47 0.02 Dprop Sloan 0.18 0.15 -17.99 0.06 0.46 0.05 8.67 0.04 9.01 0.02 8.72 0.07 "" "" "" "" -0.85 0.08 9.36 0.06 2.040384 0.47020 -48.0 94.7 54.0 1
26.94139 182835 1 1237657877541224715 121.159170 4193 61.0 2.4 0.14 0.07 0.26 0.01 15.58 0.01 Dprop Sloan 0.32 0.21 -18.54 0.20 0.53 0.25 8.94 0.19 9.21 0.03 "" "" -1.28 0.11 "" "" "" "" 9.08 0.06 2.114626 0.47022 -28.1 46.5 27.6 1
26.94583 722174 1 1237667211592007839 156.098740 5042 74.0 2.4 0.10 0.05 0.57 0.01 16.38 0.01 Dprop Sloan 0.14 0.15 -18.06 0.10 0.47 0.11 8.70 0.09 8.98 0.03 8.73 0.05 -1.42 0.14 -0.89 0.04 -0.99 0.05 9.08 0.06 2.724437 0.47029 -60.3 26.7 33.5 1
26.94583 182895 1 1237660636517892176 121.640430 12561 182.4 2.2 0.12 0.06 0.84 0.02 16.77 0.01 Dprop Sloan 0.74 0.39 -19.62 0.04 0.48 0.05 9.34 0.04 9.67 0.01 "" "" -0.43 0.11 "" "" "" "" 9.78 0.06 2.123026 0.47029 -85.3 138.4 82.7 1
26.94583 722174 1 1237667211592007839 156.098740 5042 74.0 2.4 0.10 0.05 0.57 0.01 16.38 0.01 Dprop Sloan 0.14 0.15 -18.06 0.10 0.47 0.11 8.70 0.09 8.98 0.03 8.73 0.05 -1.42 0.14 -0.89 0.04 -0.99 0.05 9.08 0.06 2.724437 0.47029 -60.3 26.7 33.5 1
26.94583 182895 1 1237660636517892176 121.640430 12561 182.4 2.2 0.12 0.06 0.84 0.02 16.77 0.01 Dprop Sloan 0.74 0.39 -19.62 0.04 0.48 0.05 9.34 0.04 9.67 0.01 "" "" -0.43 0.11 "" "" "" "" 9.78 0.06 2.123026 0.47029 -85.3 138.4 82.7 1
26.94944 200865 1 1237667209983688809 162.217910 6690 99.9 2.3 0.09 0.04 0.87 0.01 15.48 0.01 Dprop Sloan 0.66 0.38 -19.58 0.05 0.69 0.04 9.47 0.04 9.66 0.02 "" "" -0.49 0.05 0.04 0.03 "" "" 9.30 0.06 2.831237 0.47036 -84.8 27.2 45.3 1
26.95000 170939 1 1237657628968353889 118.518750 4807 69.6 2.3 0.12 0.06 0.54 0.01 14.33 0.01 Dprop Sloan 0.80 0.44 -20.07 0.11 0.53 0.12 9.55 0.09 10.02 0.03 "" "" -0.01 0.03 "" "" "" "" 9.15 0.06 2.068542 0.47037 -29.6 54.5 31.5 1
26.95083 170232 1 1237657241885147296 116.817920 4762 69.3 4.2 0.14 0.07 0.67 0.01 14.32 0.01 Dprop Sloan 0.77 0.44 -20.04 0.14 0.68 0.08 9.64 0.08 9.94 0.05 9.73 0.05 -0.50 0.06 "" "" -0.36 0.08 9.41 0.07 2.038857 0.47038 -27.9 55.1 31.4 1
26.95278 732297 1 1237667322722844912 191.978350 6976 106.2 4.2 0.04 0.02 0.47 0.02 17.16 0.02 Dprop Sloan 0.17 0.15 -18.04 0.13 0.46 0.14 8.69 0.11 8.80 0.04 "" "" -0.83 0.14 "" "" "" "" 9.42 0.07 -2.932531 0.47041 -92.6 -19.6 48.1 1
26.95444 724348 1 1237667429573001253 180.237490 8572 126.7 2.3 0.08 0.04 0.56 0.01 15.29 0.01 Dprop Sloan 0.88 0.49 -20.39 0.09 0.62 0.11 9.74 0.09 10.01 0.02 9.79 0.04 -0.39 0.05 "" "" -0.23 0.07 9.66 0.05 -3.137448 0.47044 -112.9 -0.5 57.4 1
26.95778 321205 2 1237680530810208759 333.732910 4367 64.6 2.2 0.39 0.20 0.36 0.03 17.82 0.06 Dprop Sloan "" "" "" "" "" "" "" "" 8.54 0.03 "" "" -1.27 0.11 -1.16 0.10 "" "" 9.05 0.06 -0.458447 0.47050 51.6 -25.5 29.3 1
26.95945 211043 1 1237667323251916988 171.942920 10149 149.3 2.3 0.06 0.03 0.66 0.01 14.31 0.01 Dprop Sloan 1.26 0.69 -21.72 0.06 1.01 0.08 10.54 0.06 10.66 0.01 10.73 0.02 -0.20 0.05 0.01 0.04 -0.13 0.07 9.36 0.07 3.000970 0.47053 -131.8 18.7 67.7 1
26.96083 723054 1 1237667323787215085 167.797070 14185 207.0 2.2 0.07 0.04 0.45 0.01 17.25 0.01 Dprop Sloan 0.58 0.35 -19.48 0.11 0.71 0.15 9.44 0.11 9.71 0.01 9.57 0.05 "" "" "" "" -0.29 0.10 9.68 0.07 2.928611 0.47056 -180.3 39.0 93.8 1
26.96278 6352 1 1237667430642810948 170.132490 1507 32.4 6.2 0.06 0.03 0.72 0.01 12.56 0.01 Dprop Sloan 0.84 0.45 -20.08 0.42 0.57 0.07 9.58 0.17 9.88 0.17 "" "" -0.69 0.17 -0.06 0.17 "" "" 9.67 0.17 2.969372 0.47059 -28.5 4.9 14.7 1
26.96334 113751 1 1237666090057007287 19.420830 16099 225.7 2.3 0.23 0.12 0.77 0.01 15.11 0.01 Dprop Sloan 1.35 0.72 -21.86 0.05 1.00 0.06 10.60 0.04 10.86 0.01 "" "" 0.69 0.02 0.67 0.02 "" "" 9.90 0.06 0.338957 0.47060 189.7 66.9 102.3 1
26.96361 112529 1 1237680250023838026 29.748330 13035 182.4 2.4 0.25 0.13 0.80 0.02 16.15 0.01 Dprop Sloan 0.96 0.49 -20.33 0.05 0.49 0.05 9.62 0.04 10.03 0.01 "" "" -0.34 0.09 -0.13 0.07 "" "" 9.91 0.05 0.519206 0.47060 141.1 80.7 82.7 1
26.96389 100381 1 1237678789737316534 9.733750 5171 64.0 13.4 0.17 0.09 0.14 0.01 15.23 0.01 Dprop Sloan 0.42 0.28 -19.13 0.52 0.59 0.36 9.21 0.33 9.62 0.18 "" "" -0.70 0.18 "" "" "" "" 9.26 0.19 0.169886 0.47061 56.2 9.6 29.0 1
26.96417 722285 1 1237667211055988817 158.288350 12587 184.1 2.3 0.07 0.04 0.51 0.01 14.92 0.01 Dprop Sloan 1.24 0.67 -21.64 0.09 0.85 0.13 10.40 0.10 10.50 0.01 10.65 0.02 -0.17 0.09 0.06 0.03 -0.17 0.08 10.00 0.06 2.762653 0.47061 -152.4 60.7 83.5 1
26.96417 122805 0 "" 36.747090 10370 144.8 2.3 "" "" "" "" "" "" Dprop Sloan "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 9.65 0.06 0.641358 0.47061 103.4 77.2 65.7 1
26.96417 722285 1 1237667211055988817 158.288350 12587 184.1 2.3 0.07 0.04 0.51 0.01 14.92 0.01 Dprop Sloan 1.24 0.67 -21.64 0.09 0.85 0.13 10.40 0.10 10.50 0.01 10.65 0.02 -0.17 0.09 0.06 0.03 -0.17 0.08 10.00 0.06 2.762653 0.47061 -152.4 60.7 83.5 1
26.96417 122805 0 "" 36.747090 10370 144.8 2.3 "" "" "" "" "" "" Dprop Sloan "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 9.65 0.06 0.641358 0.47061 103.4 77.2 65.7 1
26.96556 222180 1 1237667442435752193 188.993330 7378 109.4 2.4 0.06 0.03 0.71 0.01 14.20 0.01 Dprop Sloan 1.07 0.60 -21.12 0.07 1.00 0.07 10.30 0.06 10.40 0.02 10.56 0.01 -0.66 0.07 -0.34 0.03 -0.29 0.05 9.39 0.06 -2.984629 0.47064 -96.3 -15.2 49.6 1
26.96611 10096 1 1237662225698324697 238.978350 6485 93.9 2.3 0.14 0.07 0.52 0.01 13.60 0.01 Dprop Sloan 1.21 0.65 -21.52 0.10 0.82 0.12 10.33 0.10 10.55 0.02 10.50 0.03 0.03 0.02 0.12 0.03 0.07 0.07 10.04 0.05 -2.112226 0.47065 -43.1 -71.7 42.6 1
26.96639 170848 1 1237657242421887373 116.334170 4789 69.2 2.4 0.13 0.07 0.84 0.01 14.70 0.01 Dprop Sloan 0.69 0.39 -19.60 0.08 0.64 0.04 9.44 0.04 9.73 0.03 "" "" -0.66 0.05 "" "" "" "" 9.18 0.06 2.030414 0.47065 -27.4 55.3 31.4 1
26.96750 127 1 1237678789734891703 3.485420 4683 66.0 2.3 0.14 0.07 0.63 0.01 15.53 0.01 Dprop Sloan 0.47 0.25 -18.69 0.10 0.43 0.09 8.93 0.07 9.27 0.03 "" "" -1.08 0.10 "" "" "" "" 9.95 0.05 0.060832 0.47067 58.7 3.6 29.9 1
26.96806 723862 1 1237667430107906103 175.131260 15146 220.7 2.4 0.07 0.04 0.51 0.01 16.90 0.01 Dprop Sloan 0.82 0.43 -19.98 0.09 0.39 0.13 9.42 0.10 9.85 0.01 9.55 0.06 -0.93 0.32 -0.12 0.04 -0.10 0.04 9.77 0.07 3.056617 0.47068 -196.0 16.7 100.1 1
26.96861 723270 1 1237667430642352183 168.889160 9706 143.0 2.5 0.05 0.03 0.75 0.02 16.79 0.01 Dprop Sloan 0.52 0.30 -19.05 0.06 0.61 0.06 9.20 0.05 9.43 0.02 9.34 0.05 -1.70 0.62 -0.68 0.04 -0.58 0.06 9.28 0.07 2.947672 0.47069 -125.1 24.6 64.9 1
26.96917 749319 1 1237667253469184080 159.736250 4617 68.0 2.4 0.09 0.04 0.53 0.03 18.35 0.02 Dprop Sloan 0.00 0.00 -15.86 0.12 0.28 0.12 7.69 0.10 8.05 0.04 "" "" -1.86 0.31 "" "" "" "" 8.74 0.07 2.787923 0.47070 -56.9 21.0 30.8 1
