# DEJ2000 AGC Flag ObjID RAJ2000 RVel Dist e_Dist gext iext b/a e_b/a imag e_imag Dprop Sloan Ag Ai iMAG e_iMAG g-i e_g-i logMsT e_logMsT logMsM e_logMsM logMsG e_logMsG logSFR22 e_logSFR22 logSFRN e_logSFRN logSFRG e_logSFRG logMHI e_logMHI WRAPPED_RA WRAPPED_DE px py pz size
2.43111 250102 1 1237655469672038603 227.027920 10134 147.4 2.2 0.17 0.09 0.73 0.01 13.93 0.01 Dprop Sloan 1.44 0.75 -22.10 0.06 0.86 0.07 10.59 0.05 10.81 0.01 "" "" 0.24 0.02 0.42 0.02 "" "" 10.18 0.05 -2.320801 0.04243 -100.4 -107.8 6.3 1
2.43222 337083 2 1237678597014028559 353.794590 7509 102.0 2.3 0.15 0.08 0.63 0.04 17.81 0.06 Dprop Sloan "" "" "" "" "" "" "" "" 8.63 0.04 "" "" "" "" "" "" "" "" 9.18 0.06 -0.108305 0.04245 101.3 -11.0 4.3 1
2.43500 116506 1 1237678619041530410 29.901670 6978 95.8 2.3 0.10 0.05 0.92 0.06 17.22 0.03 Dprop Sloan 0.05 0.11 -17.74 0.06 0.64 0.05 8.69 0.05 8.88 0.03 "" "" -1.53 0.28 "" "" "" "" 9.26 0.06 0.521883 0.04250 83.0 47.7 4.1 1
2.43611 240726 1 1237651754565697671 222.260410 10283 149.9 2.2 0.14 0.07 0.88 0.01 14.70 0.01 Dprop Sloan 1.21 0.64 -21.29 0.04 0.96 0.04 10.33 0.03 10.49 0.01 10.69 0.02 -0.25 0.06 0.02 0.02 -0.03 0.07 10.01 0.05 -2.404009 0.04252 -110.8 -100.7 6.4 1
2.43667 337068 1 1237678619024425363 350.767910 4925 70.3 2.2 0.14 0.07 0.17 0.01 18.20 0.03 Dprop Sloan 0.00 0.00 -16.11 0.25 0.56 0.34 7.99 0.25 8.25 0.04 "" "" -1.27 0.13 "" "" "" "" 9.19 0.06 -0.161130 0.04253 69.3 -11.3 3.0 1
2.43833 716108 1 1237655469670924584 224.528340 13101 190.0 2.3 0.18 0.09 0.71 0.01 14.50 0.01 Dprop Sloan 1.46 0.75 -22.09 0.06 1.01 0.07 10.69 0.05 10.88 0.01 10.97 0.02 0.24 0.03 0.37 0.02 0.25 0.06 10.32 0.05 -2.364427 0.04256 -135.3 -133.1 8.1 1
2.44306 253598 1 1237654879674171601 239.735410 14239 205.0 2.3 0.34 0.17 0.27 0.01 14.68 0.01 Dprop Sloan 1.36 0.76 -22.48 0.17 0.94 0.24 10.80 0.18 11.03 0.01 10.97 0.05 0.64 0.02 0.57 0.02 0.43 0.15 10.43 0.05 -2.099013 0.04264 -103.2 -176.9 8.7 1
2.44417 204570 1 1237651754001498301 159.851650 5709 86.7 2.4 0.11 0.06 0.38 0.01 17.27 0.01 Dprop Sloan 0.06 0.07 -17.50 0.14 0.20 0.18 8.29 0.14 8.66 0.03 8.19 0.05 -1.29 0.15 -1.34 0.11 -0.91 0.01 9.05 0.07 2.789938 0.04266 -81.3 29.8 3.7 1
2.44500 181043 1 1237654601016475871 127.084990 10417 152.7 2.3 0.15 0.08 0.84 0.01 13.74 0.01 Dprop Sloan 1.56 0.79 -22.31 0.04 0.91 0.05 10.71 0.04 10.89 0.01 "" "" 0.19 0.04 0.56 0.02 "" "" 9.96 0.05 2.218052 0.04267 -92.0 121.7 6.5 1
2.44694 253446 1 1237655469671317746 225.403750 12725 184.6 2.3 0.17 0.09 0.52 0.01 15.50 0.01 Dprop Sloan 1.12 0.59 -21.09 0.09 0.53 0.12 9.95 0.09 10.43 0.01 10.02 0.07 0.45 0.02 0.48 0.02 0.48 0.09 9.95 0.06 -2.349148 0.04271 -129.5 -131.3 7.9 1
2.44694 212143 1 1237651754005692591 169.335420 6856 103.1 2.3 0.19 0.10 0.17 0.01 14.23 0.01 Dprop Sloan 1.01 0.59 -21.38 0.24 0.79 0.33 10.25 0.25 10.57 0.02 10.41 0.03 0.01 0.03 0.02 0.03 0.02 0.10 9.67 0.06 2.955461 0.04271 -101.2 19.1 4.4 1
2.44694 193300 1 1237651754532012205 145.312090 14595 213.3 2.3 0.14 0.07 0.93 0.02 15.99 0.01 Dprop Sloan 1.02 0.56 -20.74 0.03 0.79 0.04 10.00 0.03 10.20 0.01 10.06 0.03 -0.58 0.22 -0.06 0.02 -0.20 0.09 9.92 0.07 2.536174 0.04271 -175.2 121.3 9.1 1
2.44694 253446 1 1237655469671317746 225.403750 12725 184.6 2.3 0.17 0.09 0.52 0.01 15.50 0.01 Dprop Sloan 1.12 0.59 -21.09 0.09 0.53 0.12 9.95 0.09 10.43 0.01 10.02 0.07 0.45 0.02 0.48 0.02 0.48 0.09 9.95 0.06 -2.349148 0.04271 -129.5 -131.3 7.9 1
2.44694 212143 1 1237651754005692591 169.335420 6856 103.1 2.3 0.19 0.10 0.17 0.01 14.23 0.01 Dprop Sloan 1.01 0.59 -21.38 0.24 0.79 0.33 10.25 0.25 10.57 0.02 10.41 0.03 0.01 0.03 0.02 0.03 0.02 0.10 9.67 0.06 2.955461 0.04271 -101.2 19.1 4.4 1
2.44694 193300 1 1237651754532012205 145.312090 14595 213.3 2.3 0.14 0.07 0.93 0.02 15.99 0.01 Dprop Sloan 1.02 0.56 -20.74 0.03 0.79 0.04 10.00 0.03 10.20 0.01 10.06 0.03 -0.58 0.22 -0.06 0.02 -0.20 0.09 9.92 0.07 2.536174 0.04271 -175.2 121.3 9.1 1
2.44694 253446 1 1237655469671317746 225.403750 12725 184.6 2.3 0.17 0.09 0.52 0.01 15.50 0.01 Dprop Sloan 1.12 0.59 -21.09 0.09 0.53 0.12 9.95 0.09 10.43 0.01 10.02 0.07 0.45 0.02 0.48 0.02 0.48 0.09 9.95 0.06 -2.349148 0.04271 -129.5 -131.3 7.9 1
2.44694 212143 1 1237651754005692591 169.335420 6856 103.1 2.3 0.19 0.10 0.17 0.01 14.23 0.01 Dprop Sloan 1.01 0.59 -21.38 0.24 0.79 0.33 10.25 0.25 10.57 0.02 10.41 0.03 0.01 0.03 0.02 0.03 0.02 0.10 9.67 0.06 2.955461 0.04271 -101.2 19.1 4.4 1
2.44694 193300 1 1237651754532012205 145.312090 14595 213.3 2.3 0.14 0.07 0.93 0.02 15.99 0.01 Dprop Sloan 1.02 0.56 -20.74 0.03 0.79 0.04 10.00 0.03 10.20 0.01 10.06 0.03 -0.58 0.22 -0.06 0.02 -0.20 0.09 9.92 0.07 2.536174 0.04271 -175.2 121.3 9.1 1
2.44861 225472 1 1237651736294326420 181.124590 5990 90.6 2.3 0.10 0.05 1.00 0.03 15.91 0.01 Dprop Sloan 0.45 0.29 -18.93 0.06 0.73 0.03 9.23 0.03 9.35 0.02 9.30 0.04 -1.26 0.19 -0.96 0.03 -0.78 0.08 9.43 0.05 -3.121965 0.04274 -90.5 -1.8 3.9 1
2.44889 111851 1 1237678619037860021 21.520000 5773 80.6 2.3 0.09 0.05 0.75 0.04 18.18 0.03 Dprop Sloan 0.07 0.00 -16.40 0.08 0.21 0.07 7.86 0.06 8.52 0.03 "" "" -0.88 0.05 -0.87 0.04 "" "" 9.16 0.06 0.375595 0.04274 74.9 29.5 3.4 1
2.44917 225542 1 1237671764250787852 191.318330 5268 76.9 2.2 0.09 0.05 0.88 0.01 15.97 0.01 Dprop Sloan 0.31 0.23 -18.52 0.07 0.49 0.04 8.90 0.04 9.30 0.02 9.06 0.07 -0.57 0.04 -0.48 0.04 -0.44 0.07 9.11 0.06 -2.944051 0.04275 -75.3 -15.1 3.3 1
2.45028 251313 1 1237654879673450669 238.106250 14364 206.9 2.5 0.40 0.20 0.64 0.01 14.13 0.01 Dprop Sloan 1.61 0.85 -22.81 0.08 1.04 0.09 11.00 0.07 11.14 0.01 11.25 0.05 0.52 0.03 0.65 0.02 0.51 0.49 10.47 0.05 -2.127447 0.04277 -109.2 -175.5 8.8 1
2.45194 193208 1 1237674460415263034 140.167910 3655 55.6 2.3 0.13 0.07 0.37 0.01 16.60 0.01 Dprop Sloan 0.00 0.03 -17.21 0.16 0.61 0.19 8.46 0.15 8.62 0.04 8.48 0.05 "" "" "" "" -1.48 0.02 8.84 0.07 2.446392 0.04279 -42.7 35.6 2.4 1
2.45250 193310 1 1237651754532143293 145.612490 14815 216.4 2.2 0.20 0.10 0.43 0.01 14.84 0.01 Dprop Sloan 1.35 0.74 -22.21 0.11 0.93 0.16 10.68 0.12 10.89 0.01 "" "" 0.36 0.03 "" "" "" "" 10.08 0.06 2.541417 0.04280 -178.4 122.1 9.3 1
2.45278 225501 1 1237651736296357911 185.754580 7567 113.0 2.3 0.06 0.03 0.47 0.01 15.16 0.01 Dprop Sloan 0.73 0.47 -20.30 0.11 0.98 0.14 9.95 0.11 10.07 0.02 10.03 0.02 -0.61 0.08 -0.55 0.05 -0.37 0.12 9.31 0.07 -3.041156 0.04281 -112.3 -11.3 4.8 1
2.45306 251221 1 1237655470213038579 236.555830 3887 58.8 4.4 0.37 0.19 0.43 0.01 15.55 0.01 Dprop Sloan 0.26 0.22 -18.57 0.20 0.64 0.16 9.02 0.14 9.25 0.07 9.05 0.04 -2.71 0.85 -0.83 0.07 -1.18 0.10 9.32 0.08 -2.154507 0.04281 -32.4 -49.0 2.5 1
2.45361 233270 1 1237651754023190668 209.456670 7221 107.0 2.4 0.09 0.04 0.67 0.02 17.36 0.02 Dprop Sloan 0.20 0.12 -17.85 0.07 0.21 0.08 8.44 0.06 8.73 0.02 8.41 0.08 "" "" "" "" -0.68 0.08 9.33 0.06 -2.627477 0.04282 -93.1 -52.6 4.6 1
2.45472 253554 1 1237655470212776146 235.827500 11825 170.9 2.3 0.27 0.14 0.85 0.01 15.72 0.01 Dprop Sloan 1.06 0.54 -20.62 0.05 0.63 0.04 9.84 0.04 10.16 0.01 10.04 0.03 -0.58 0.14 0.00 0.04 -0.08 0.04 9.94 0.06 -2.167219 0.04284 -95.9 -141.3 7.3 1
2.45528 733939 1 1237651737388843059 228.623340 11043 160.3 2.3 0.16 0.08 0.59 0.01 16.60 0.01 Dprop Sloan 0.63 0.38 -19.59 0.08 0.69 0.10 9.47 0.08 9.75 0.01 9.64 0.05 -0.65 0.10 "" "" -0.40 0.06 9.64 0.07 -2.292955 0.04285 -105.9 -120.2 6.9 1
2.45611 8895 1 1237674603751276677 209.686250 7212 106.9 2.4 0.11 0.06 0.20 0.01 14.92 0.01 Dprop Sloan 0.82 0.49 -20.62 0.22 0.78 0.30 9.94 0.23 10.45 0.02 10.11 0.06 0.07 0.02 0.06 0.03 -0.06 0.13 9.98 0.05 -2.623470 0.04287 -92.8 -52.9 4.6 1
2.45722 268324 0 "" 248.013750 9809 141.0 2.3 "" "" "" "" "" "" Dprop Sloan "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 9.89 0.05 -1.954529 0.04289 -52.7 -130.6 6.0 1
2.45917 232015 2 1237651754019782960 201.567500 1030 16.6 2.3 0.08 0.04 0.67 0.03 17.35 0.26 Dprop Sloan "" "" "" "" "" "" "" "" 7.76 0.13 "" "" -3.22 1.29 -2.40 0.14 "" "" 8.08 0.13 -2.765169 0.04292 -15.4 -6.1 0.7 1
2.46056 232135 2 1237651736300617974 195.472080 892 16.9 4.4 0.07 0.04 0.53 0.02 17.23 0.08 Dprop Sloan "" "" "" "" "" "" "" "" 7.20 0.23 "" "" "" "" "" "" "" "" 7.27 0.24 -2.871554 0.04294 -16.3 -4.5 0.7 1
2.46111 154 1 1237678597018550405 4.171670 4114 57.7 2.3 0.09 0.05 0.70 0.02 16.36 0.02 Dprop Sloan 0.06 0.07 -17.50 0.10 0.45 0.07 8.46 0.07 8.91 0.04 "" "" -1.53 0.39 -1.07 0.05 "" "" 9.04 0.06 0.072809 0.04295 57.5 4.2 2.5 1
2.46306 191345 1 1237651754532864256 147.247510 6172 93.0 2.3 0.28 0.14 0.22 0.01 15.58 0.01 Dprop Sloan 0.72 0.36 -19.65 0.21 0.01 0.28 9.02 0.21 9.62 0.02 9.04 0.07 0.00 0.03 0.18 0.03 -0.12 0.04 9.69 0.05 2.569954 0.04299 -78.1 50.3 4.0 1
2.46528 193317 1 1237651754532405563 146.225850 5967 90.1 2.2 0.25 0.13 0.22 0.01 16.35 0.02 Dprop Sloan 0.44 0.23 -18.70 0.20 0.31 0.28 8.85 0.21 9.23 0.02 8.86 0.06 "" "" "" "" -0.84 0.02 9.62 0.05 2.552123 0.04303 -74.8 50.0 3.9 1
2.46528 243250 1 1237651754566353186 223.872910 8022 117.5 2.2 0.14 0.07 0.58 0.01 15.47 0.01 Dprop Sloan 0.79 0.44 -20.06 0.08 0.62 0.11 9.61 0.08 9.88 0.02 9.67 0.04 -1.33 0.25 -0.47 0.02 -0.33 0.09 9.36 0.06 -2.375866 0.04303 -84.6 -81.4 5.1 1
2.46528 193317 1 1237651754532405563 146.225850 5967 90.1 2.2 0.25 0.13 0.22 0.01 16.35 0.02 Dprop Sloan 0.44 0.23 -18.70 0.20 0.31 0.28 8.85 0.21 9.23 0.02 8.86 0.06 "" "" "" "" -0.84 0.02 9.62 0.05 2.552123 0.04303 -74.8 50.0 3.9 1
2.46528 243250 1 1237651754566353186 223.872910 8022 117.5 2.2 0.14 0.07 0.58 0.01 15.47 0.01 Dprop Sloan 0.79 0.44 -20.06 0.08 0.62 0.11 9.61 0.08 9.88 0.02 9.67 0.04 -1.33 0.25 -0.47 0.02 -0.33 0.09 9.36 0.06 -2.375866 0.04303 -84.6 -81.4 5.1 1
2.46750 251159 1 1237655470212645107 235.591250 9521 138.0 2.4 0.27 0.14 0.78 0.01 14.67 0.01 Dprop Sloan 1.20 0.62 -21.23 0.06 0.68 0.06 10.12 0.05 10.49 0.02 10.29 0.05 0.35 0.02 0.52 0.03 0.38 0.09 9.48 0.06 -2.171342 0.04307 -77.9 -113.7 5.9 1
2.46778 220913 1 1237651736298258597 190.145830 13733 201.0 2.3 0.08 0.04 0.66 0.01 14.21 0.01 Dprop Sloan 1.52 0.80 -22.49 0.06 1.06 0.08 10.89 0.06 11.03 0.01 11.11 0.01 -0.13 0.08 0.09 0.04 0.25 0.03 10.27 0.05 -2.964515 0.04307 -197.7 -35.4 8.7 1
2.46806 251194 1 1237655470212907257 236.251250 3845 57.3 2.3 0.36 0.19 0.79 0.01 14.45 0.01 Dprop Sloan 0.76 0.38 -19.56 0.10 0.67 0.05 9.44 0.05 9.82 0.03 9.69 0.03 -1.10 0.08 -0.67 0.05 -0.47 0.04 9.77 0.06 -2.159823 0.04308 -31.8 -47.6 2.5 1
2.46972 715932 3 "" 213.094160 7566 111.7 2.3 "" "" "" "" "" "" Dprop Sloan "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 9.07 0.09 -2.563991 0.04310 -93.5 -60.9 4.8 1
2.47194 193177 1 1237654604242092253 137.456670 3826 58.0 2.2 0.17 0.09 0.48 0.01 16.65 0.01 Dprop Sloan 0.00 0.04 -17.27 0.13 0.51 0.14 8.42 0.11 8.65 0.03 "" "" -1.80 0.22 "" "" "" "" 8.68 0.08 2.399071 0.04314 -42.7 39.2 2.5 1
2.47278 214711 1 1237651754005758068 169.489590 9445 140.1 2.3 0.18 0.09 0.84 0.01 16.13 0.01 Dprop Sloan 0.74 0.40 -19.72 0.05 0.61 0.05 9.46 0.04 9.81 0.01 9.66 0.05 -0.53 0.09 -0.20 0.02 -0.14 0.04 9.62 0.06 2.958151 0.04316 -137.6 25.5 6.0 1
2.47333 213168 1 1237651754007331080 173.183760 1038 14.0 2.3 0.10 0.05 0.71 0.03 16.33 0.03 Dprop Sloan 0.00 0.00 -14.45 0.36 0.44 0.07 7.24 0.15 7.47 0.14 "" "" "" "" "" "" "" "" 7.84 0.15 3.022627 0.04317 -13.9 1.7 0.6 1
2.47667 191246 1 1237651754531225835 143.501680 4886 72.7 2.3 0.14 0.07 0.70 0.01 15.07 0.01 Dprop Sloan 0.63 0.35 -19.36 0.08 0.48 0.07 9.23 0.06 9.54 0.03 9.27 0.04 -0.74 0.06 -0.42 0.03 -0.58 0.06 9.34 0.06 2.504577 0.04323 -58.4 43.2 3.1 1
2.47944 8650 1 1237671957518549068 205.052510 6923 103.0 2.3 0.09 0.05 0.44 0.01 12.95 0.01 Dprop Sloan 1.40 0.77 -22.44 0.12 1.08 0.16 10.88 0.12 "" "" 11.08 0.02 "" "" "" "" -0.38 0.13 10.24 0.05 -2.704344 0.04327 -93.2 -43.6 4.5 1
2.47972 198550 1 1237651754533454132 148.559160 7285 109.0 2.3 0.11 0.06 0.15 0.01 17.90 0.03 Dprop Sloan 0.00 0.05 -17.39 0.25 0.56 0.35 8.50 0.26 8.49 0.04 "" "" "" "" "" "" "" "" 9.46 0.06 2.592846 0.04328 -92.9 56.8 4.7 1
2.48056 191348 1 1237651754532864162 147.286250 6119 92.3 2.3 0.28 0.14 0.93 0.01 13.50 0.01 Dprop Sloan 1.24 0.67 -21.49 0.06 0.92 0.04 10.39 0.04 10.57 0.02 10.47 0.03 0.26 0.02 0.30 0.03 0.30 0.08 10.03 0.05 2.570630 0.04329 -77.6 49.8 4.0 1
2.48250 204476 1 1237653665259585643 151.630840 6712 100.9 2.3 0.13 0.07 0.93 0.03 17.36 0.02 Dprop Sloan 0.12 0.11 -17.73 0.05 0.47 0.04 8.57 0.03 8.82 0.02 8.63 0.06 -1.19 0.19 "" "" -1.01 0.06 9.32 0.06 2.646457 0.04333 -88.7 47.9 4.4 1
2.48333 121701 1 1237680100778311983 33.340420 9075 125.9 2.4 0.13 0.07 0.76 0.01 16.32 0.01 Dprop Sloan 0.64 0.34 -19.29 0.06 0.39 0.06 9.14 0.05 9.50 0.02 "" "" -0.77 0.09 -0.84 0.22 "" "" 9.71 0.06 0.581900 0.04334 105.1 69.1 5.5 1
2.48444 124625 1 1237680100778901612 34.616250 1448 19.4 2.3 0.14 0.07 0.65 0.02 16.48 0.02 Dprop Sloan 0.00 0.00 -15.04 0.26 0.51 0.09 7.52 0.12 7.78 0.10 "" "" -2.32 0.13 "" "" "" "" 7.64 0.12 0.604168 0.04336 16.0 11.0 0.8 1
2.48611 190850 1 1237673708796248241 140.783740 5158 76.4 2.3 0.15 0.08 0.82 0.01 14.55 0.01 Dprop Sloan 0.77 0.44 -19.98 0.07 0.72 0.05 9.65 0.04 9.90 0.03 9.74 0.03 -1.01 0.12 -0.35 0.03 -0.53 0.03 9.26 0.06 2.457140 0.04339 -59.1 48.3 3.3 1
2.48722 214817 1 1237651754008051816 174.806240 7530 112.7 2.3 0.08 0.04 0.41 0.01 15.91 0.01 Dprop Sloan 0.63 0.36 -19.53 0.12 0.50 0.17 9.31 0.13 9.72 0.02 9.43 0.05 -0.63 0.07 -0.34 0.02 -0.38 0.05 9.63 0.05 3.050944 0.04341 -112.1 10.2 4.9 1
2.48833 337090 1 1237678619027046698 356.781680 12869 178.7 2.3 0.14 0.07 0.50 0.02 17.17 0.02 Dprop Sloan 0.65 0.32 -19.26 0.10 0.43 0.13 9.16 0.10 9.57 0.02 "" "" "" "" "" "" "" "" 9.86 0.05 -0.056170 0.04343 178.2 -10.0 7.8 1
2.48972 323563 1 1237678597544083490 338.153320 11960 165.7 2.2 0.25 0.13 0.48 0.01 16.13 0.01 Dprop Sloan 0.86 0.46 -20.24 0.10 0.63 0.14 9.69 0.10 9.91 0.01 "" "" "" "" "" "" "" "" 10.00 0.05 -0.381296 0.04345 153.7 -61.6 7.2 1
2.49167 238983 1 1237651754022797356 208.477080 3995 58.6 2.3 0.09 0.05 0.89 0.03 16.53 0.02 Dprop Sloan 0.00 0.05 -17.36 0.09 0.56 0.04 8.49 0.05 8.75 0.03 "" "" "" "" "" "" "" "" 8.97 0.06 -2.644574 0.04349 -51.5 -27.9 2.5 1
2.49306 101147 1 1237678597019271204 5.788330 5575 78.4 2.3 0.09 0.05 0.88 0.01 15.95 0.01 Dprop Sloan 0.33 0.24 -18.58 0.07 0.52 0.04 8.95 0.04 9.35 0.03 "" "" -0.86 0.06 -0.47 0.04 "" "" 8.96 0.07 0.101025 0.04351 77.9 7.9 3.4 1
2.49306 7549 1 1237651736296816650 186.742920 1689 15.1 2.9 0.06 0.03 0.40 0.01 11.92 0.01 Dprop Sloan 0.44 0.30 -19.13 0.43 0.66 0.17 9.27 0.21 8.41 0.17 "" "" -1.74 0.17 -0.77 0.17 "" "" 8.90 0.17 -3.023906 0.04351 -15.0 -1.8 0.7 1
2.49306 101147 1 1237678597019271204 5.788330 5575 78.4 2.3 0.09 0.05 0.88 0.01 15.95 0.01 Dprop Sloan 0.33 0.24 -18.58 0.07 0.52 0.04 8.95 0.04 9.35 0.03 "" "" -0.86 0.06 -0.47 0.04 "" "" 8.96 0.07 0.101025 0.04351 77.9 7.9 3.4 1
2.49306 7549 1 1237651736296816650 186.742920 1689 15.1 2.9 0.06 0.03 0.40 0.01 11.92 0.01 Dprop Sloan 0.44 0.30 -19.13 0.43 0.66 0.17 9.27 0.21 8.41 0.17 "" "" -1.74 0.17 -0.77 0.17 "" "" 8.90 0.17 -3.023906 0.04351 -15.0 -1.8 0.7 1
2.49361 202000 2 1237651754003005626 163.262500 1051 16.8 2.3 0.13 0.06 0.47 0.05 17.29 0.06 Dprop Sloan "" "" "" "" "" "" "" "" 7.39 0.16 "" "" -3.34 1.53 -2.13 0.12 "" "" 8.68 0.13 2.849468 0.04352 -16.1 4.8 0.7 1
2.49694 105470 1 1237678619032879238 10.162920 4844 67.7 2.4 0.07 0.03 0.78 0.03 17.80 0.02 Dprop Sloan 0.00 0.00 -16.38 0.09 0.41 0.06 7.99 0.05 8.18 0.04 "" "" -1.41 0.21 "" "" "" "" 8.72 0.06 0.177376 0.04358 66.6 11.9 2.9 1
2.49722 182240 1 1237654604775948619 130.595410 8586 126.8 2.1 0.12 0.06 0.49 0.01 15.30 0.01 Dprop Sloan 0.89 0.49 -20.43 0.10 0.59 0.14 9.73 0.10 9.93 0.01 9.76 0.05 -1.10 0.25 "" "" -0.34 0.08 9.86 0.05 2.279320 0.04358 -82.4 96.2 5.5 1
2.50000 258609 3 "" 236.491260 3842 57.3 2.3 "" "" "" "" "" "" Dprop Sloan "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 8.88 0.06 -2.155634 0.04363 -31.6 -47.7 2.5 1
2.50139 8116 1 1237651754016964669 195.162510 964 16.8 4.4 0.08 0.04 0.74 0.01 11.68 0.01 Dprop Sloan 0.54 0.37 -19.53 0.57 0.76 0.07 9.49 0.23 8.76 0.23 "" "" -1.11 0.23 -0.19 0.23 "" "" 9.12 0.23 -2.876957 0.04366 -16.2 -4.4 0.7 1
2.50444 214706 1 1237651754005692618 169.373350 6050 91.6 2.1 0.18 0.09 0.44 0.01 16.85 0.01 Dprop Sloan 0.24 0.16 -18.11 0.12 0.40 0.16 8.67 0.12 8.99 0.02 8.69 0.06 -1.07 0.14 -0.73 0.03 -0.85 0.05 9.44 0.06 2.956123 0.04371 -89.9 16.9 4.0 1
2.50528 224239 1 1237651754011263076 182.083330 2004 31.3 2.2 0.07 0.03 0.39 0.01 16.52 0.01 Dprop Sloan 0.00 0.00 -15.99 0.20 0.38 0.18 7.81 0.15 8.11 0.06 "" "" -2.49 0.31 -1.73 0.06 "" "" 8.28 0.08 -3.105232 0.04373 -31.2 -1.1 1.4 1
2.50722 275 1 1237678619031502979 6.994170 4388 42.3 8.7 0.11 0.05 0.56 0.01 13.50 0.01 Dprop Sloan 0.70 0.40 -19.79 0.45 0.60 0.11 9.49 0.20 9.78 0.18 "" "" -0.87 0.18 -0.46 0.18 "" "" 9.55 0.18 0.122071 0.04376 41.9 5.1 1.9 1
2.50889 125703 1 1237680100777787553 32.062500 12611 176.4 2.3 0.10 0.05 0.85 0.02 16.01 0.01 Dprop Sloan 0.89 0.49 -20.31 0.04 0.75 0.04 9.80 0.03 10.02 0.01 "" "" -0.47 0.10 "" "" "" "" 9.72 0.05 0.559596 0.04379 149.4 93.6 7.7 1
2.51000 224225 1 1237671762640175288 192.485000 752 16.8 4.3 0.09 0.05 0.39 0.01 16.86 0.01 Dprop Sloan 0.00 0.00 -14.31 0.57 0.26 0.18 7.05 0.26 7.39 0.22 "" "" -3.07 0.41 -2.20 0.22 "" "" 7.85 0.23 -2.923688 0.04381 -16.4 -3.6 0.7 1
2.51056 111862 1 1237678619038580923 23.214580 3518 48.2 2.2 0.09 0.04 0.50 0.01 16.85 0.01 Dprop Sloan 0.00 0.00 -16.61 0.14 0.41 0.13 8.08 0.11 8.33 0.04 "" "" "" "" "" "" "" "" 8.32 0.08 0.405171 0.04382 44.3 19.0 2.1 1
2.51139 6040 1 1237651754003333185 164.008760 11057 163.1 2.3 0.12 0.06 0.48 0.01 14.12 0.01 Dprop Sloan 0.64 0.75 -22.24 0.10 2.43 0.14 11.75 0.10 10.94 0.01 "" "" 0.51 0.02 0.66 0.02 "" "" 10.18 0.05 2.862493 0.04383 -156.6 44.9 7.1 1
2.51167 268321 0 "" 247.267090 8147 117.3 2.4 "" "" "" "" "" "" Dprop Sloan "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 9.52 0.06 -1.967560 0.04384 -45.3 -108.1 5.1 1
2.51250 1053 1 1237678619038121996 22.090420 9033 124.7 2.3 0.07 0.04 0.65 0.01 13.19 0.01 Dprop Sloan 1.48 0.80 -22.47 0.07 1.00 0.09 10.84 0.07 11.05 0.02 "" "" 0.55 0.02 0.57 0.03 "" "" 9.77 0.06 0.385551 0.04385 115.4 46.9 5.5 1
2.51306 337055 1 1237678619023638662 348.960820 9970 137.2 2.2 0.18 0.09 0.94 0.01 16.50 0.01 Dprop Sloan 0.58 0.34 -19.29 0.04 0.62 0.03 9.30 0.03 9.56 0.01 "" "" -0.61 0.10 "" "" "" "" 9.61 0.06 -0.192670 0.04386 134.5 -26.2 6.0 1
2.51333 12532 2 1237678619024163000 350.207920 4024 57.6 2.3 0.18 0.09 0.51 0.05 16.92 0.08 Dprop Sloan "" "" "" "" "" "" "" "" 8.75 0.04 "" "" "" "" "" "" "" "" 9.57 0.06 -0.170904 0.04387 56.7 -9.8 2.5 1
2.51333 250330 1 1237651737388712090 228.336240 13964 202.0 2.3 0.14 0.07 0.68 0.01 13.68 0.01 Dprop Sloan 1.70 0.89 -23.07 0.06 1.09 0.08 11.14 0.06 11.27 0.01 11.39 0.02 0.39 0.03 0.56 0.02 0.36 0.07 10.07 0.06 -2.297966 0.04387 -134.2 -150.8 8.9 1
2.51333 12532 2 1237678619024163000 350.207920 4024 57.6 2.3 0.18 0.09 0.51 0.05 16.92 0.08 Dprop Sloan "" "" "" "" "" "" "" "" 8.75 0.04 "" "" "" "" "" "" "" "" 9.57 0.06 -0.170904 0.04387 56.7 -9.8 2.5 1
2.51333 250330 1 1237651737388712090 228.336240 13964 202.0 2.3 0.14 0.07 0.68 0.01 13.68 0.01 Dprop Sloan 1.70 0.89 -23.07 0.06 1.09 0.08 11.14 0.06 11.27 0.01 11.39 0.02 0.39 0.03 0.56 0.02 0.36 0.07 10.07 0.06 -2.297966 0.04387 -134.2 -150.8 8.9 1
2.51444 125715 1 1237680001989869790 35.317500 12295 172.1 2.4 0.14 0.07 0.69 0.02 17.21 0.01 Dprop Sloan 0.55 0.31 -19.09 0.06 0.51 0.08 9.14 0.06 9.39 0.02 "" "" "" "" "" "" "" "" 9.92 0.06 0.616407 0.04389 140.3 99.4 7.6 1
2.51500 323554 1 1237678597543166156 336.102080 4673 68.0 2.4 0.24 0.12 0.51 0.01 15.76 0.01 Dprop Sloan 0.31 0.23 -18.59 0.12 0.65 0.13 9.04 0.10 9.24 0.03 "" "" -1.50 0.23 "" "" "" "" 9.02 0.06 -0.417097 0.04390 62.1 -27.5 3.0 1
