# DEJ2000 AGC Flag ObjID RAJ2000 RVel Dist e_Dist gext iext b/a e_b/a imag e_imag Dprop Sloan Ag Ai iMAG e_iMAG g-i e_g-i logMsT e_logMsT logMsM e_logMsM logMsG e_logMsG logSFR22 e_logSFR22 logSFRN e_logSFRN logSFRG e_logSFRG logMHI e_logMHI WRAPPED_RA WRAPPED_DE px py pz size
-0.06306 961 1 1237657190914457722 21.158330 8320 114.5 2.3 0.11 0.06 0.25 0.01 14.51 0.01 Dprop Sloan 0.95 0.58 -21.18 0.19 0.96 0.26 10.30 0.20 10.43 0.02 10.48 0.03 -0.31 0.04 -0.30 0.03 -0.30 0.12 9.80 0.05 0.369283 -0.00110 106.8 41.3 -0.1 1
-0.06278 411148 1 1237666407917420565 27.127080 5411 75.3 2.4 0.12 0.06 0.67 0.01 15.85 0.01 Dprop Sloan 0.29 0.24 -18.64 0.09 0.55 0.08 8.99 0.07 9.28 0.03 9.16 0.04 -1.06 0.07 -0.67 0.03 -0.65 0.03 8.97 0.07 0.473457 -0.00110 67.0 34.3 -0.1 1
-0.05500 630673 1 1237657190902923599 354.814580 7039 95.4 2.3 0.12 0.06 0.22 0.01 17.37 0.03 Dprop Sloan 0.00 0.09 -17.64 0.21 0.69 0.28 8.69 0.21 8.90 0.02 8.83 0.07 "" "" "" "" -1.11 0.12 9.11 0.07 -0.090503 -0.00096 95.0 -8.6 -0.1 1
-0.05333 620674 1 1237666407898415268 343.741670 10510 144.9 2.3 0.25 0.13 0.27 0.01 17.00 0.01 Dprop Sloan 0.47 0.29 -19.09 0.18 0.56 0.24 9.18 0.19 9.35 0.02 9.30 0.05 "" "" "" "" -0.64 0.14 9.79 0.06 -0.283761 -0.00093 139.1 -40.6 -0.1 1
-0.05278 400136 1 1237657190906396787 2.663750 11634 161.1 2.3 0.12 0.06 0.87 0.01 14.01 0.01 Dprop Sloan 1.49 0.76 -22.13 0.04 0.83 0.04 10.59 0.03 10.86 0.01 10.79 0.03 0.47 0.02 0.56 0.02 0.50 0.07 10.13 0.05 0.046491 -0.00092 160.9 7.5 -0.1 1
-0.05000 630749 1 1237657190903251143 355.492490 11127 153.8 2.2 0.09 0.05 0.75 0.01 15.36 0.01 Dprop Sloan 1.01 0.54 -20.69 0.05 0.70 0.06 9.91 0.05 10.25 0.01 10.12 0.05 0.26 0.02 0.33 0.02 0.28 0.09 9.65 0.07 -0.078671 -0.00087 153.3 -12.1 -0.1 1
-0.05000 211304 1 1237648721227677751 172.994160 11942 175.8 2.2 0.07 0.04 0.68 0.01 15.06 0.01 Dprop Sloan 1.20 0.63 -21.31 0.06 0.75 0.08 10.20 0.06 10.44 0.01 10.35 0.03 -0.12 0.07 0.16 0.02 0.07 0.06 10.23 0.05 3.019318 -0.00087 -174.5 21.4 -0.2 1
-0.05000 630749 1 1237657190903251143 355.492490 11127 153.8 2.2 0.09 0.05 0.75 0.01 15.36 0.01 Dprop Sloan 1.01 0.54 -20.69 0.05 0.70 0.06 9.91 0.05 10.25 0.01 10.12 0.05 0.26 0.02 0.33 0.02 0.28 0.09 9.65 0.07 -0.078671 -0.00087 153.3 -12.1 -0.1 1
-0.05000 211304 1 1237648721227677751 172.994160 11942 175.8 2.2 0.07 0.04 0.68 0.01 15.06 0.01 Dprop Sloan 1.20 0.63 -21.31 0.06 0.75 0.08 10.20 0.06 10.44 0.01 10.35 0.03 -0.12 0.07 0.16 0.02 0.07 0.06 10.23 0.05 3.019318 -0.00087 -174.5 21.4 -0.2 1
-0.04833 401274 1 1237657190906593390 3.140420 11851 164.3 2.3 0.10 0.05 0.97 0.01 13.97 0.01 Dprop Sloan 1.44 0.77 -22.17 0.03 1.14 0.03 10.82 0.03 10.87 0.01 11.02 0.01 -0.32 0.11 -0.16 0.02 -0.17 0.08 10.44 0.05 0.054811 -0.00084 164.1 9.0 -0.1 1
-0.04556 641499 1 1237651203694526509 198.448750 11817 173.3 2.4 0.10 0.05 0.81 0.01 14.62 0.01 Dprop Sloan 1.35 0.69 -21.69 0.04 0.80 0.05 10.38 0.04 10.72 0.01 10.58 0.05 0.43 0.02 0.49 0.02 0.55 0.09 9.72 0.07 -2.819601 -0.00080 -164.4 -54.8 -0.1 1
-0.04556 641167 1 1237648721227218965 171.912080 12010 176.8 2.4 0.10 0.05 0.62 0.01 16.05 0.01 Dprop Sloan 0.95 0.49 -20.34 0.07 0.33 0.10 9.52 0.07 9.96 0.01 9.50 0.04 -0.40 0.10 -0.04 0.02 -0.03 0.01 9.89 0.06 3.000432 -0.00080 -175.0 24.9 -0.1 1
-0.04556 641499 1 1237651203694526509 198.448750 11817 173.3 2.4 0.10 0.05 0.81 0.01 14.62 0.01 Dprop Sloan 1.35 0.69 -21.69 0.04 0.80 0.05 10.38 0.04 10.72 0.01 10.58 0.05 0.43 0.02 0.49 0.02 0.55 0.09 9.72 0.07 -2.819601 -0.00080 -164.4 -54.8 -0.1 1
-0.04556 641167 1 1237648721227218965 171.912080 12010 176.8 2.4 0.10 0.05 0.62 0.01 16.05 0.01 Dprop Sloan 0.95 0.49 -20.34 0.07 0.33 0.10 9.52 0.07 9.96 0.01 9.50 0.04 -0.40 0.10 -0.04 0.02 -0.03 0.01 9.89 0.06 3.000432 -0.00080 -175.0 24.9 -0.1 1
-0.04472 511432 1 1237648721228267621 174.425840 8083 120.7 2.3 0.07 0.04 0.34 0.01 16.90 0.01 Dprop Sloan 0.47 0.23 -18.66 0.15 0.06 0.20 8.66 0.15 9.17 0.02 "" "" -0.89 0.14 -0.25 0.03 "" "" 9.77 0.05 3.044305 -0.00078 -120.1 11.7 -0.1 1
-0.04194 200146 1 1237648721218830481 152.781250 10054 148.7 2.4 0.12 0.06 0.31 0.01 14.76 0.01 Dprop Sloan 1.12 0.62 -21.48 0.16 0.79 0.22 10.29 0.17 10.66 0.01 "" "" 0.38 0.02 0.34 0.02 "" "" 10.12 0.05 2.666536 -0.00073 -132.2 68.0 -0.1 1
-0.04056 630358 1 1237657190905217208 0.032500 7089 96.2 2.3 0.11 0.06 0.98 0.01 14.81 0.01 Dprop Sloan 0.87 0.47 -20.17 0.05 0.75 0.03 9.74 0.03 10.02 0.02 10.01 0.02 -0.72 0.07 -0.23 0.03 -0.19 0.04 9.73 0.05 0.000567 -0.00071 96.2 0.1 -0.1 1
-0.03722 430996 1 1237666300553789636 46.152080 6912 96.0 2.3 0.31 0.16 0.33 0.01 13.80 0.01 Dprop Sloan 1.14 0.64 -21.58 0.16 0.98 0.21 10.47 0.16 10.67 0.02 10.76 0.02 -0.35 0.04 -0.29 0.03 -0.09 0.09 10.05 0.05 0.805506 -0.00065 66.5 69.2 -0.1 1
-0.03472 6150 3 "" 166.453320 804 14.2 2.7 "" "" "" "" "" "" Dprop Sloan "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 10.04 0.17 2.905158 -0.00061 -13.8 3.3 -0.0 1
-0.03444 560172 1 1237648673994834641 242.944170 7224 104.6 2.1 0.44 0.23 0.39 0.01 16.46 0.01 Dprop Sloan 0.45 0.28 -18.97 0.14 0.47 0.17 9.07 0.13 9.36 0.02 "" "" -0.75 0.08 "" "" "" "" 9.81 0.05 -2.043010 -0.00060 -47.6 -93.2 -0.1 1
-0.03111 630888 1 1237657190900629743 349.517060 10066 138.6 2.2 0.15 0.08 0.17 0.01 16.21 0.01 Dprop Sloan 0.58 0.39 -19.88 0.24 0.81 0.33 9.67 0.25 9.93 0.01 9.85 0.04 -0.60 0.09 -0.55 0.02 -0.42 0.10 9.71 0.06 -0.182962 -0.00054 136.3 -25.2 -0.1 1
-0.02972 191668 1 1237648721216012449 146.322910 6501 97.7 2.4 0.56 0.29 0.79 0.02 16.78 0.01 Dprop Sloan 0.32 0.22 -18.48 0.09 0.23 0.05 8.71 0.05 9.13 0.02 8.73 0.05 -0.79 0.08 -0.60 0.03 -0.53 0.05 9.52 0.06 2.553817 -0.00052 -81.3 54.2 -0.1 1
-0.02917 231874 1 1237651504343023980 202.559590 5164 75.1 2.2 0.09 0.05 0.49 0.01 16.73 0.02 Dprop Sloan 0.10 0.10 -17.73 0.11 0.54 0.14 8.62 0.11 9.00 0.03 8.76 0.07 "" "" "" "" -1.08 0.06 9.40 0.06 -2.747854 -0.00051 -69.4 -28.8 -0.0 1
-0.02889 630886 1 1237666407900250155 347.889980 8119 110.8 2.3 0.15 0.08 0.64 0.01 15.27 0.01 Dprop Sloan 0.78 0.45 -20.12 0.08 1.15 0.09 10.00 0.07 9.84 0.02 "" "" -0.59 0.09 -0.29 0.02 "" "" 9.66 0.05 -0.211360 -0.00050 108.3 -23.2 -0.1 1
-0.02750 420740 1 1237666407920435272 34.055000 7630 105.4 2.1 0.11 0.06 0.81 0.02 16.02 0.01 Dprop Sloan 0.58 0.32 -19.19 0.05 0.64 0.05 9.27 0.04 9.55 0.02 9.43 0.05 -0.61 0.06 -0.36 0.02 -0.43 0.06 9.87 0.05 0.594372 -0.00048 87.3 59.0 -0.1 1
-0.02750 421105 1 1237666407919714472 32.382920 12660 177.1 2.1 0.09 0.05 0.60 0.01 16.01 0.01 Dprop Sloan 0.93 0.49 -20.38 0.07 0.55 0.10 9.69 0.07 9.96 0.01 9.82 0.04 "" "" "" "" -0.21 0.06 10.14 0.05 0.565189 -0.00048 149.6 94.9 -0.1 1
-0.02750 8121 1 1237648721237377109 195.244160 1173 17.8 3.6 0.09 0.04 0.54 0.01 12.25 0.01 Dprop Sloan 0.42 0.31 -19.13 0.45 0.83 0.12 9.39 0.20 9.66 0.18 "" "" -0.49 0.18 -0.31 0.18 "" "" 9.04 0.18 -2.875532 -0.00048 -17.2 -4.7 -0.0 1
-0.02750 540925 1 1237648721248124973 219.693740 1832 28.8 2.3 0.14 0.07 0.29 0.01 17.80 0.03 Dprop Sloan 0.00 0.00 -14.57 0.24 0.16 0.23 7.09 0.19 7.20 0.09 "" "" -2.48 0.44 "" "" "" "" 8.28 0.08 -2.448806 -0.00048 -22.2 -18.4 -0.0 1
-0.02750 420740 1 1237666407920435272 34.055000 7630 105.4 2.1 0.11 0.06 0.81 0.02 16.02 0.01 Dprop Sloan 0.58 0.32 -19.19 0.05 0.64 0.05 9.27 0.04 9.55 0.02 9.43 0.05 -0.61 0.06 -0.36 0.02 -0.43 0.06 9.87 0.05 0.594372 -0.00048 87.3 59.0 -0.1 1
-0.02750 421105 1 1237666407919714472 32.382920 12660 177.1 2.1 0.09 0.05 0.60 0.01 16.01 0.01 Dprop Sloan 0.93 0.49 -20.38 0.07 0.55 0.10 9.69 0.07 9.96 0.01 9.82 0.04 "" "" "" "" -0.21 0.06 10.14 0.05 0.565189 -0.00048 149.6 94.9 -0.1 1
-0.02750 8121 1 1237648721237377109 195.244160 1173 17.8 3.6 0.09 0.04 0.54 0.01 12.25 0.01 Dprop Sloan 0.42 0.31 -19.13 0.45 0.83 0.12 9.39 0.20 9.66 0.18 "" "" -0.49 0.18 -0.31 0.18 "" "" 9.04 0.18 -2.875532 -0.00048 -17.2 -4.7 -0.0 1
-0.02750 540925 1 1237648721248124973 219.693740 1832 28.8 2.3 0.14 0.07 0.29 0.01 17.80 0.03 Dprop Sloan 0.00 0.00 -14.57 0.24 0.16 0.23 7.09 0.19 7.20 0.09 "" "" -2.48 0.44 "" "" "" "" 8.28 0.08 -2.448806 -0.00048 -22.2 -18.4 -0.0 1
-0.02750 420740 1 1237666407920435272 34.055000 7630 105.4 2.1 0.11 0.06 0.81 0.02 16.02 0.01 Dprop Sloan 0.58 0.32 -19.19 0.05 0.64 0.05 9.27 0.04 9.55 0.02 9.43 0.05 -0.61 0.06 -0.36 0.02 -0.43 0.06 9.87 0.05 0.594372 -0.00048 87.3 59.0 -0.1 1
-0.02750 421105 1 1237666407919714472 32.382920 12660 177.1 2.1 0.09 0.05 0.60 0.01 16.01 0.01 Dprop Sloan 0.93 0.49 -20.38 0.07 0.55 0.10 9.69 0.07 9.96 0.01 9.82 0.04 "" "" "" "" -0.21 0.06 10.14 0.05 0.565189 -0.00048 149.6 94.9 -0.1 1
-0.02750 8121 1 1237648721237377109 195.244160 1173 17.8 3.6 0.09 0.04 0.54 0.01 12.25 0.01 Dprop Sloan 0.42 0.31 -19.13 0.45 0.83 0.12 9.39 0.20 9.66 0.18 "" "" -0.49 0.18 -0.31 0.18 "" "" 9.04 0.18 -2.875532 -0.00048 -17.2 -4.7 -0.0 1
-0.02750 540925 1 1237648721248124973 219.693740 1832 28.8 2.3 0.14 0.07 0.29 0.01 17.80 0.03 Dprop Sloan 0.00 0.00 -14.57 0.24 0.16 0.23 7.09 0.19 7.20 0.09 "" "" -2.48 0.44 "" "" "" "" 8.28 0.08 -2.448806 -0.00048 -22.2 -18.4 -0.0 1
-0.02750 420740 1 1237666407920435272 34.055000 7630 105.4 2.1 0.11 0.06 0.81 0.02 16.02 0.01 Dprop Sloan 0.58 0.32 -19.19 0.05 0.64 0.05 9.27 0.04 9.55 0.02 9.43 0.05 -0.61 0.06 -0.36 0.02 -0.43 0.06 9.87 0.05 0.594372 -0.00048 87.3 59.0 -0.1 1
-0.02750 421105 1 1237666407919714472 32.382920 12660 177.1 2.1 0.09 0.05 0.60 0.01 16.01 0.01 Dprop Sloan 0.93 0.49 -20.38 0.07 0.55 0.10 9.69 0.07 9.96 0.01 9.82 0.04 "" "" "" "" -0.21 0.06 10.14 0.05 0.565189 -0.00048 149.6 94.9 -0.1 1
-0.02750 8121 1 1237648721237377109 195.244160 1173 17.8 3.6 0.09 0.04 0.54 0.01 12.25 0.01 Dprop Sloan 0.42 0.31 -19.13 0.45 0.83 0.12 9.39 0.20 9.66 0.18 "" "" -0.49 0.18 -0.31 0.18 "" "" 9.04 0.18 -2.875532 -0.00048 -17.2 -4.7 -0.0 1
-0.02750 540925 1 1237648721248124973 219.693740 1832 28.8 2.3 0.14 0.07 0.29 0.01 17.80 0.03 Dprop Sloan 0.00 0.00 -14.57 0.24 0.16 0.23 7.09 0.19 7.20 0.09 "" "" -2.48 0.44 "" "" "" "" 8.28 0.08 -2.448806 -0.00048 -22.2 -18.4 -0.0 1
-0.02722 250390 1 1237648721252123056 228.926670 15850 229.0 2.3 0.18 0.09 0.57 0.01 15.54 0.01 Dprop Sloan 1.26 0.65 -21.51 0.08 0.69 0.11 10.24 0.08 10.58 0.01 10.45 0.04 0.09 0.04 0.30 0.03 0.32 0.07 10.31 0.05 -2.287661 -0.00048 -150.5 -172.6 -0.1 1
-0.02694 7800 1 1237648673971437623 189.522510 3747 55.2 2.3 0.08 0.04 0.38 0.01 13.44 0.01 Dprop Sloan 0.78 0.50 -20.52 0.16 1.10 0.18 10.13 0.14 10.29 0.04 10.23 0.03 -0.35 0.04 -0.38 0.04 -0.50 0.12 9.59 0.06 -2.975394 -0.00047 -54.4 -9.1 -0.0 1
-0.02694 630889 2 1237657190904103145 357.457520 4580 64.8 2.3 0.11 0.06 0.33 0.02 17.81 0.06 Dprop Sloan "" "" "" "" "" "" "" "" 8.11 0.05 7.99 0.10 "" "" "" "" -1.36 0.06 8.86 0.06 -0.044375 -0.00047 64.7 -2.9 -0.0 1
-0.02694 7800 1 1237648673971437623 189.522510 3747 55.2 2.3 0.08 0.04 0.38 0.01 13.44 0.01 Dprop Sloan 0.78 0.50 -20.52 0.16 1.10 0.18 10.13 0.14 10.29 0.04 10.23 0.03 -0.35 0.04 -0.38 0.04 -0.50 0.12 9.59 0.06 -2.975394 -0.00047 -54.4 -9.1 -0.0 1
-0.02694 630889 2 1237657190904103145 357.457520 4580 64.8 2.3 0.11 0.06 0.33 0.02 17.81 0.06 Dprop Sloan "" "" "" "" "" "" "" "" 8.11 0.05 7.99 0.10 "" "" "" "" -1.36 0.06 8.86 0.06 -0.044375 -0.00047 64.7 -2.9 -0.0 1
-0.02611 630885 1 1237666407899922651 347.142090 9697 133.3 2.3 0.15 0.08 0.73 0.01 15.72 0.01 Dprop Sloan 0.80 0.45 -20.04 0.06 0.70 0.07 9.66 0.05 9.88 0.02 9.87 0.05 -0.51 0.10 -0.23 0.02 -0.26 0.09 9.85 0.05 -0.224413 -0.00046 130.0 -29.7 -0.1 1
-0.02556 222660 1 1237648721232986314 185.165410 8831 131.1 2.3 0.08 0.04 0.18 0.01 15.88 0.01 Dprop Sloan 0.73 0.41 -20.06 0.23 0.49 0.32 9.51 0.24 9.97 0.02 9.67 0.05 "" "" "" "" -0.26 0.12 9.98 0.05 -3.051439 -0.00045 -130.6 -11.8 -0.1 1
-0.02417 540928 1 1237648721252384823 229.438340 10337 150.2 2.2 0.20 0.10 0.40 0.06 19.70 0.03 Dprop Sloan 0.00 0.00 -16.29 0.13 0.64 0.18 8.11 0.14 8.59 0.03 "" "" "" "" "" "" "" "" 9.65 0.06 -2.278731 -0.00042 -97.7 -114.1 -0.1 1
-0.02361 6998 1 1237648721230823619 180.198760 1941 30.2 2.2 0.08 0.04 0.67 0.01 15.39 0.01 Dprop Sloan 0.00 0.01 -17.05 0.17 0.48 0.08 8.31 0.09 8.68 0.06 "" "" -1.93 0.23 -1.04 0.07 "" "" 9.15 0.08 -3.138124 -0.00041 -30.2 -0.1 -0.0 1
-0.02333 231915 1 1237651504345710957 208.704160 8996 132.5 2.2 0.13 0.07 0.44 0.01 17.07 0.01 Dprop Sloan 0.33 0.24 -18.70 0.12 0.66 0.16 9.09 0.12 9.23 0.02 9.16 0.06 "" "" "" "" -0.65 0.12 9.30 0.06 -2.640611 -0.00041 -116.2 -63.6 -0.1 1
-0.02194 620763 1 1237663543147102571 332.620000 13627 189.6 2.3 0.20 0.11 0.61 0.01 14.59 0.01 Dprop Sloan 1.46 0.74 -22.07 0.07 0.67 0.10 10.45 0.07 10.70 0.01 10.89 0.03 0.55 0.02 0.68 0.02 0.70 0.07 10.30 0.05 -0.477871 -0.00038 168.4 -87.2 -0.1 1
-0.01861 9299 1 1237648721247076619 217.394590 1539 28.7 5.6 0.14 0.07 0.52 0.01 13.82 0.01 Dprop Sloan 0.38 0.23 -18.61 0.43 0.43 0.12 8.90 0.19 9.20 0.17 "" "" -1.33 0.17 -0.56 0.17 "" "" 9.95 0.17 -2.488934 -0.00032 -22.8 -17.4 -0.0 1
-0.01778 201932 1 1237648721221779641 159.605830 5715 86.8 2.2 0.21 0.11 0.57 0.01 15.97 0.01 Dprop Sloan 0.50 0.28 -18.90 0.10 0.54 0.11 9.09 0.09 9.33 0.02 9.05 0.04 -1.78 0.50 -0.72 0.03 -0.94 0.05 9.45 0.05 2.785647 -0.00031 -81.4 30.2 -0.0 1
-0.01694 421098 1 1237666407922728972 39.177080 1115 14.9 2.3 0.10 0.05 0.25 0.01 15.96 0.04 Dprop Sloan 0.00 0.00 -14.96 0.38 0.44 0.26 7.44 0.24 7.61 0.13 "" "" -3.01 0.36 "" "" "" "" 8.47 0.14 0.683769 -0.00030 11.6 9.4 -0.0 1
-0.01694 641130 1 1237648721226629291 170.630420 12201 179.5 2.1 0.10 0.05 0.60 0.01 15.35 0.01 Dprop Sloan 1.14 0.60 -21.10 0.07 0.77 0.10 10.13 0.07 10.40 0.01 10.33 0.04 0.07 0.04 0.17 0.02 0.22 0.08 10.26 0.05 2.978063 -0.00030 -177.1 29.2 -0.1 1
-0.01694 421098 1 1237666407922728972 39.177080 1115 14.9 2.3 0.10 0.05 0.25 0.01 15.96 0.04 Dprop Sloan 0.00 0.00 -14.96 0.38 0.44 0.26 7.44 0.24 7.61 0.13 "" "" -3.01 0.36 "" "" "" "" 8.47 0.14 0.683769 -0.00030 11.6 9.4 -0.0 1
-0.01694 641130 1 1237648721226629291 170.630420 12201 179.5 2.1 0.10 0.05 0.60 0.01 15.35 0.01 Dprop Sloan 1.14 0.60 -21.10 0.07 0.77 0.10 10.13 0.07 10.40 0.01 10.33 0.04 0.07 0.04 0.17 0.02 0.22 0.08 10.26 0.05 2.978063 -0.00030 -177.1 29.2 -0.1 1
-0.01556 560171 1 1237648673994834517 242.898730 7270 105.2 2.4 0.43 0.22 0.20 0.01 16.39 0.01 Dprop Sloan 0.49 0.29 -19.14 0.22 0.41 0.30 9.10 0.23 9.43 0.02 "" "" -1.25 0.23 "" "" "" "" 9.45 0.06 -2.043803 -0.00027 -47.9 -93.6 -0.0 1
-0.01556 610771 1 1237663543145595126 329.080410 8113 111.0 2.2 0.25 0.13 0.38 0.03 17.55 0.02 Dprop Sloan 0.28 0.12 -17.86 0.14 0.89 0.18 8.92 0.14 9.58 0.02 "" "" "" "" "" "" "" "" 9.68 0.05 -0.539649 -0.00027 95.2 -57.0 -0.0 1
-0.01556 560171 1 1237648673994834517 242.898730 7270 105.2 2.4 0.43 0.22 0.20 0.01 16.39 0.01 Dprop Sloan 0.49 0.29 -19.14 0.22 0.41 0.30 9.10 0.23 9.43 0.02 "" "" -1.25 0.23 "" "" "" "" 9.45 0.06 -2.043803 -0.00027 -47.9 -93.6 -0.0 1
-0.01556 610771 1 1237663543145595126 329.080410 8113 111.0 2.2 0.25 0.13 0.38 0.03 17.55 0.02 Dprop Sloan 0.28 0.12 -17.86 0.14 0.89 0.18 8.92 0.14 9.58 0.02 "" "" "" "" "" "" "" "" 9.68 0.05 -0.539649 -0.00027 95.2 -57.0 -0.0 1
-0.01472 640429 1 1237648721250615590 225.420000 12191 177.0 2.3 0.20 0.10 0.57 0.02 17.26 0.01 Dprop Sloan 0.62 0.31 -19.16 0.08 0.37 0.11 9.07 0.08 9.53 0.01 9.30 0.07 -0.59 0.11 -0.09 0.02 -0.31 0.06 10.06 0.05 -2.348864 -0.00026 -124.2 -126.1 -0.0 1
-0.01472 410718 1 1237657070619787372 21.731670 5558 77.5 2.3 0.10 0.05 0.82 0.01 14.76 0.01 Dprop Sloan 0.71 0.41 -19.77 0.07 0.64 0.05 9.50 0.04 9.63 0.03 9.75 0.04 -0.73 0.05 -0.24 0.03 -0.29 0.06 9.26 0.06 0.379289 -0.00026 72.0 28.7 -0.0 1
-0.01472 640429 1 1237648721250615590 225.420000 12191 177.0 2.3 0.20 0.10 0.57 0.02 17.26 0.01 Dprop Sloan 0.62 0.31 -19.16 0.08 0.37 0.11 9.07 0.08 9.53 0.01 9.30 0.07 -0.59 0.11 -0.09 0.02 -0.31 0.06 10.06 0.05 -2.348864 -0.00026 -124.2 -126.1 -0.0 1
-0.01472 410718 1 1237657070619787372 21.731670 5558 77.5 2.3 0.10 0.05 0.82 0.01 14.76 0.01 Dprop Sloan 0.71 0.41 -19.77 0.07 0.64 0.05 9.50 0.04 9.63 0.03 9.75 0.04 -0.73 0.05 -0.24 0.03 -0.29 0.06 9.26 0.06 0.379289 -0.00026 72.0 28.7 -0.0 1
-0.01333 2188 1 1237666407923318886 40.670000 1144 14.7 4.3 0.11 0.06 1.00 0.01 9.77 0.01 Dprop Sloan 0.88 0.62 -21.12 0.64 -0.06 0.03 9.55 0.26 10.72 0.25 "" "" "" "" "" "" "" "" 9.18 0.25 0.709825 -0.00023 11.1 9.6 -0.0 1
-0.01333 241966 1 1237648721250353307 224.884170 9341 136.3 2.3 0.19 0.10 0.92 0.01 15.95 0.01 Dprop Sloan 0.78 0.42 -19.83 0.04 0.63 0.04 9.52 0.03 9.82 0.01 9.32 0.03 -0.13 0.03 -0.04 0.02 -0.03 0.02 9.82 0.05 -2.358216 -0.00023 -96.6 -96.2 -0.0 1
-0.01333 2188 1 1237666407923318886 40.670000 1144 14.7 4.3 0.11 0.06 1.00 0.01 9.77 0.01 Dprop Sloan 0.88 0.62 -21.12 0.64 -0.06 0.03 9.55 0.26 10.72 0.25 "" "" "" "" "" "" "" "" 9.18 0.25 0.709825 -0.00023 11.1 9.6 -0.0 1
-0.01333 241966 1 1237648721250353307 224.884170 9341 136.3 2.3 0.19 0.10 0.92 0.01 15.95 0.01 Dprop Sloan 0.78 0.42 -19.83 0.04 0.63 0.04 9.52 0.03 9.82 0.01 9.32 0.03 -0.13 0.03 -0.04 0.02 -0.03 0.02 9.82 0.05 -2.358216 -0.00023 -96.6 -96.2 -0.0 1
-0.01306 420782 1 1237657070628438243 41.519170 6931 95.9 2.2 0.10 0.05 0.37 0.02 17.22 0.05 Dprop Sloan 0.08 0.11 -17.79 0.15 0.53 0.19 8.63 0.14 9.04 0.02 "" "" -0.94 0.10 "" "" "" "" 9.29 0.07 0.724646 -0.00023 71.8 63.6 -0.0 1
-0.01250 640391 1 1237648721249763542 223.426670 12899 187.2 2.3 0.16 0.08 0.57 0.01 16.16 0.01 Dprop Sloan 0.94 0.49 -20.40 0.08 0.53 0.11 9.68 0.08 10.07 0.01 9.85 0.05 -0.05 0.03 0.12 0.02 0.11 0.06 10.15 0.05 -2.383654 -0.00022 -136.0 -128.7 -0.0 1
-0.01194 400950 1 1237657190909411436 9.611250 13477 187.7 2.2 0.06 0.03 0.71 0.01 14.54 0.01 Dprop Sloan 1.39 0.73 -21.97 0.05 0.93 0.07 10.59 0.05 11.02 0.01 10.76 0.05 1.49 0.01 1.38 0.02 0.99 0.07 10.67 0.05 0.167748 -0.00021 185.1 31.3 -0.0 1
-0.01000 411446 2 1237666339189358909 17.515420 1142 15.5 2.5 0.10 0.05 0.40 0.08 19.04 0.08 Dprop Sloan "" "" "" "" "" "" "" "" 4.73 0.97 "" "" "" "" "" "" "" "" 7.48 0.15 0.305702 -0.00017 14.8 4.7 -0.0 1
-0.00889 421103 1 1237660339089899742 43.847080 11388 159.8 2.2 0.23 0.12 0.53 0.01 14.69 0.01 Dprop Sloan 1.24 0.67 -21.62 0.09 0.95 0.12 10.46 0.09 10.64 0.01 10.67 0.03 0.18 0.02 0.24 0.02 0.06 0.17 10.10 0.05 0.765276 -0.00016 115.2 110.7 -0.0 1
-0.00694 630900 3 "" 358.649990 6962 94.3 2.3 "" "" "" "" "" "" Dprop Sloan "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 9.58 0.05 -0.023562 -0.00012 94.3 -2.2 -0.0 1
0.00000 191622 1 1237654670272233620 149.416240 10603 156.4 2.3 0.08 0.04 0.27 0.01 16.55 0.01 Dprop Sloan 0.67 0.37 -19.67 0.18 0.53 0.25 9.39 0.19 9.67 0.01 9.61 0.04 "" "" "" "" -0.49 0.06 9.95 0.06 2.607805 0.00000 -134.6 79.6 0.0 1
0.00000 242062 1 1237674602678845795 211.716670 7473 110.5 2.2 0.16 0.08 0.90 0.03 17.45 0.02 Dprop Sloan 0.24 0.13 -17.86 0.05 0.35 0.04 8.54 0.03 8.84 0.02 8.65 0.08 -1.19 0.17 -0.67 0.02 -0.82 0.05 9.35 0.05 -2.588032 0.00000 -94.0 -58.1 0.0 1
0.00000 243751 1 1237648721248714923 221.014590 10150 148.1 2.2 0.14 0.07 0.31 0.01 15.48 0.01 Dprop Sloan 0.95 0.52 -20.71 0.16 0.75 0.22 9.96 0.17 10.46 0.01 10.31 0.05 0.38 0.02 0.33 0.02 0.27 0.08 9.99 0.05 -2.425753 0.00000 -111.7 -97.2 0.0 1
0.00000 191622 1 1237654670272233620 149.416240 10603 156.4 2.3 0.08 0.04 0.27 0.01 16.55 0.01 Dprop Sloan 0.67 0.37 -19.67 0.18 0.53 0.25 9.39 0.19 9.67 0.01 9.61 0.04 "" "" "" "" -0.49 0.06 9.95 0.06 2.607805 0.00000 -134.6 79.6 0.0 1
0.00000 242062 1 1237674602678845795 211.716670 7473 110.5 2.2 0.16 0.08 0.90 0.03 17.45 0.02 Dprop Sloan 0.24 0.13 -17.86 0.05 0.35 0.04 8.54 0.03 8.84 0.02 8.65 0.08 -1.19 0.17 -0.67 0.02 -0.82 0.05 9.35 0.05 -2.588032 0.00000 -94.0 -58.1 0.0 1
